id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
NonTargeting_184	1	0.38328	0.38382	0.999995	227	0	-0.055356	0.61672	0.61862	0.927934	633	0	-0.055356
NonTargeting_301	1	0.385	0.3856	0.999995	228	0	-0.054482	0.615	0.61668	0.926578	630	0	-0.054482
NonTargeting_56	1	0.38534	0.38594	0.999995	229	0	-0.045269	0.61466	0.61642	0.926578	629	0	-0.045269
NonTargeting_129	1	0.38569	0.38639	0.999995	230	0	-0.05448	0.61431	0.61609	0.926578	628	0	-0.05448
NonTargeting_26	1	0.38621	0.38687	0.999995	231	0	-0.04979	0.61379	0.6155	0.926578	627	0	-0.04979
NonTargeting_361	1	0.3881	0.3888	0.999995	232	0	-0.048292	0.6119	0.6135	0.926578	626	0	-0.048292
NonTargeting_409	1	0.39017	0.39075	0.999995	233	0	-0.046586	0.60983	0.61172	0.926578	625	0	-0.046586
NonTargeting_138	1	0.39052	0.39104	0.999995	234	0	-0.050697	0.60948	0.61129	0.926578	624	0	-0.050697
NonTargeting_86	1	0.39293	0.3934	0.999995	235	0	-0.037988	0.60707	0.60873	0.926578	623	0	-0.037988
NonTargeting_166	1	0.39328	0.39371	0.999995	236	0	-0.03829	0.60672	0.60836	0.926578	622	0	-0.03829
NonTargeting_224	1	0.39569	0.39621	0.999995	237	0	-0.032403	0.60431	0.60607	0.926201	620	0	-0.032403
NonTargeting_374	1	0.39603	0.39647	0.999995	238	0	-0.032607	0.60397	0.60569	0.926201	619	0	-0.032607
CREBBP	6	0.39664	0.55871	0.999995	239	2	-0.0025424	0.36031	0.5812	0.920929	421	2	-0.0025424
NonTargeting_300	1	0.39983	0.4002	0.999995	240	0	-0.028009	0.60017	0.60179	0.922821	616	0	-0.028009
NonTargeting_24	1	0.40052	0.40079	0.999995	241	0	-0.028978	0.59948	0.6011	0.922821	615	0	-0.028978
NonTargeting_345	1	0.40121	0.40149	0.999995	242	0	-0.026104	0.59879	0.60026	0.922821	614	0	-0.026104
NonTargeting_119	1	0.40466	0.40461	0.999995	243	0	-0.024336	0.59534	0.5966	0.921172	611	0	-0.024336
NonTargeting_217	1	0.405	0.40498	0.999995	244	0	-0.022292	0.595	0.59618	0.921172	610	0	-0.022292
NonTargeting_59	1	0.40672	0.40675	0.999995	245	0	-0.022589	0.59328	0.59438	0.920929	609	0	-0.022589
NonTargeting_237	1	0.40707	0.40714	0.999995	246	0	-0.022557	0.59293	0.59415	0.920929	608	0	-0.022557
NonTargeting_424	1	0.40948	0.40977	0.999995	247	0	-0.019199	0.59052	0.59158	0.920929	607	0	-0.019199
NonTargeting_396	1	0.40983	0.4102	0.999995	248	0	-0.018602	0.59017	0.59132	0.920929	606	0	-0.018602
NonTargeting_19	1	0.41052	0.41099	0.999995	249	0	-0.018972	0.58948	0.59049	0.920929	605	0	-0.018972
NonTargeting_43	1	0.41086	0.41127	0.999995	250	0	-0.018567	0.58914	0.59016	0.920929	604	0	-0.018567
NonTargeting_13	1	0.41121	0.41156	0.999995	251	0	-0.017301	0.58879	0.58981	0.920929	603	0	-0.017301
NonTargeting_317	1	0.41224	0.4124	0.999995	252	0	-0.017271	0.58776	0.58888	0.920929	602	0	-0.017271
NonTargeting_433	1	0.41466	0.41498	0.999995	253	0	-0.013347	0.58534	0.5865	0.920929	601	0	-0.013347
NonTargeting_64	1	0.415	0.4153	0.999995	254	0	-0.01277	0.585	0.58614	0.920929	600	0	-0.01277
NonTargeting_173	1	0.4181	0.41838	0.999995	255	0	-0.0091434	0.5819	0.58296	0.920929	598	0	-0.0091434
NonTargeting_416	1	0.41879	0.41906	0.999995	256	0	-0.0081031	0.58121	0.58225	0.920929	597	0	-0.0081031
NonTargeting_110	1	0.41914	0.4196	0.999995	257	0	-0.0078267	0.58086	0.58184	0.920929	596	0	-0.0078267
NonTargeting_364	1	0.42052	0.42093	0.999995	258	0	-0.005523	0.57948	0.58054	0.920929	595	0	-0.005523
CACNA6A	6	0.4218	0.57866	0.999995	259	2	-0.03339	0.95406	0.95447	0.999995	793	1	-0.03339
NonTargeting_406	1	0.42224	0.42261	0.999995	260	0	-0.0044445	0.57776	0.57844	0.920929	594	0	-0.0044445
NonTargeting_139	1	0.425	0.4253	0.999995	261	0	0.00075465	0.575	0.5757	0.920929	592	0	0.00075465
NonTargeting_234	1	0.42672	0.42704	0.999995	262	0	0.0023018	0.57328	0.57403	0.920929	591	0	0.0023018
GDF2	6	0.42681	0.58266	0.999995	263	2	-0.065122	0.3722	0.59276	0.920929	435	1	-0.065122
NonTargeting_220	1	0.42914	0.42926	0.999995	264	0	0.0058909	0.57086	0.57167	0.920929	590	0	0.0058909
NonTargeting_452	1	0.43259	0.43274	0.999995	265	0	0.010531	0.56741	0.56836	0.920929	589	0	0.010531
NonTargeting_246	1	0.43672	0.43704	0.999995	266	0	0.012958	0.56328	0.56426	0.920929	588	0	0.012958
NonTargeting_483	1	0.4381	0.43849	0.999995	267	0	0.013411	0.5619	0.56286	0.920929	587	0	0.013411
NonTargeting_231	1	0.43948	0.43971	0.999995	268	0	0.014531	0.56052	0.56129	0.920929	586	0	0.014531
NonTargeting_151	1	0.44086	0.44101	0.999995	269	0	0.015563	0.55914	0.55997	0.920929	585	0	0.015563
NonTargeting_126	1	0.4419	0.44201	0.999995	270	0	0.016275	0.5581	0.55882	0.920929	584	0	0.016275
NonTargeting_105	1	0.44362	0.44381	0.999995	271	0	0.016252	0.55638	0.55695	0.920929	582	0	0.016252
NonTargeting_357	1	0.44741	0.44752	0.999995	272	0	0.021148	0.55259	0.55304	0.920929	581	0	0.021148
NonTargeting_101	1	0.44879	0.44894	0.999995	273	0	0.021256	0.55121	0.55149	0.920929	580	0	0.021256
NonTargeting_288	1	0.44914	0.44925	0.999995	274	0	0.022581	0.55086	0.55107	0.920929	579	0	0.022581
SLC22A9	6	0.44921	0.60161	0.999995	275	2	-0.029935	0.97682	0.9766	0.999995	795	0	-0.029935
TSC1	6	0.45086	0.60294	0.999995	276	2	0.25693	0.075221	0.20674	0.886009	120	4	0.25693
NonTargeting_12	1	0.45224	0.4523	0.999995	277	0	0.026644	0.54776	0.54801	0.920929	578	0	0.026644
NonTargeting_430	1	0.45362	0.45359	0.999995	278	0	0.02909	0.54638	0.54689	0.920929	577	0	0.02909
NonTargeting_387	1	0.45672	0.4569	0.999995	279	0	0.03162	0.54328	0.54332	0.920929	576	0	0.03162
NonTargeting_276	1	0.45776	0.45782	0.999995	280	0	0.033254	0.54224	0.54228	0.920929	575	0	0.033254
GABRA1	6	0.45827	0.60928	0.999995	281	2	0.21004	0.23287	0.45318	0.907982	301	3	0.21004
NonTargeting_297	1	0.45845	0.45841	0.999995	282	0	0.035632	0.54155	0.54156	0.920929	574	0	0.035632
TSC2	6	0.46074	0.61115	0.999995	283	2	-0.15191	0.84759	0.89784	0.999995	782	1	-0.15191
NonTargeting_400	1	0.46155	0.46144	0.999995	284	0	0.036966	0.53845	0.5383	0.920159	573	0	0.036966
NonTargeting_443	1	0.46224	0.46232	0.999995	285	0	0.035594	0.53776	0.53753	0.920159	572	0	0.035594
GRID2	6	0.46238	0.61251	0.999995	286	2	0.13057	0.071154	0.19896	0.886009	113	2	0.13057
NonTargeting_370	1	0.465	0.46501	0.999995	287	0	0.039168	0.535	0.53482	0.919478	571	0	0.039168
NonTargeting_241	1	0.46603	0.46579	0.999995	288	0	0.046578	0.53397	0.53376	0.919478	570	0	0.046578
NonTargeting_190	1	0.46638	0.46612	0.999995	289	0	0.042588	0.53362	0.53338	0.919478	569	0	0.042588
NonTargeting_172	1	0.47017	0.46999	0.999995	290	0	0.047317	0.52983	0.52983	0.919478	568	0	0.047317
NonTargeting_9	1	0.47155	0.47138	0.999995	291	0	0.046695	0.52845	0.52827	0.919226	567	0	0.046695
NonTargeting_412	1	0.47259	0.47243	0.999995	292	0	0.047716	0.52741	0.5274	0.919226	566	0	0.047716
NonTargeting_421	1	0.47293	0.47276	0.999995	293	0	0.048457	0.52707	0.52711	0.919226	565	0	0.048457
NonTargeting_373	1	0.47397	0.47381	0.999995	294	0	0.051255	0.52603	0.5262	0.919226	564	0	0.051255
NonTargeting_141	1	0.475	0.47501	0.999995	295	0	0.048923	0.525	0.52514	0.919226	563	0	0.048923
NonTargeting_296	1	0.47638	0.47645	0.999995	296	0	0.053751	0.52362	0.52386	0.919226	562	0	0.053751
PRKAA2	6	0.47789	0.62531	0.999995	297	2	-0.13324	0.11733	0.2837	0.888559	182	2	-0.13324
OR11A2	6	0.4787	0.62593	0.999995	298	2	-0.096012	0.76966	0.86836	0.997833	763	2	-0.096012
NonTargeting_356	1	0.47948	0.47951	0.999995	299	0	0.057433	0.52052	0.52039	0.919226	561	0	0.057433
ABCC13	6	0.48357	0.62972	0.999995	300	2	-0.012141	0.84716	0.89772	0.999995	781	1	-0.012141
NonTargeting_457	1	0.48397	0.48398	0.999995	301	0	0.061779	0.51603	0.51583	0.916809	560	0	0.061779
NonTargeting_497	1	0.48534	0.48539	0.999995	302	0	0.05908	0.51466	0.51439	0.916809	559	0	0.05908
NonTargeting_209	1	0.48638	0.48632	0.999995	303	0	0.067245	0.51362	0.51349	0.916809	558	0	0.067245
NonTargeting_445	1	0.48672	0.48668	0.999995	304	0	0.063795	0.51328	0.51311	0.916809	557	0	0.063795
NonTargeting_219	1	0.48707	0.48702	0.999995	305	0	0.060329	0.51293	0.51283	0.916809	556	0	0.060329
NonTargeting_248	1	0.49052	0.49042	0.999995	306	0	0.069653	0.50948	0.50958	0.916624	555	0	0.069653
NonTargeting_492	1	0.49121	0.49113	0.999995	307	0	0.06831	0.50879	0.50888	0.916624	553	0	0.06831
NonTargeting_93	1	0.4919	0.49174	0.999995	308	0	0.0718	0.5081	0.50809	0.916624	552	0	0.0718
SLC22A23	6	0.49194	0.63657	0.999995	309	1	0.061644	0.55753	0.73946	0.932474	583	2	0.061644
NonTargeting_92	1	0.49328	0.49305	0.999995	310	0	0.06475	0.50672	0.50691	0.916624	551	0	0.06475
NonTargeting_466	1	0.49362	0.49344	0.999995	311	0	0.07443	0.50638	0.50655	0.916624	550	0	0.07443
NonTargeting_6	1	0.49397	0.49373	0.999995	312	0	0.068764	0.50603	0.5061	0.916624	549	0	0.068764
NonTargeting_48	1	0.49431	0.494	0.999995	313	0	0.066623	0.50569	0.5058	0.916624	547	0	0.066623
NonTargeting_88	1	0.49534	0.49501	0.999995	314	0	0.071204	0.50466	0.50475	0.916624	546	0	0.071204
OR17A2	6	0.49567	0.63976	0.999995	315	2	0.1357	0.14093	0.32402	0.894417	208	2	0.1357
KCNJ4	6	0.49727	0.6413	0.999995	316	2	0.24645	0.095311	0.24418	0.888559	149	3	0.24645
NonTargeting_212	1	0.49741	0.4974	0.999995	317	0	0.075535	0.50259	0.50281	0.916624	544	0	0.075535
NonTargeting_154	1	0.49879	0.49869	0.999995	318	0	0.075884	0.50121	0.5013	0.916624	543	0	0.075884
NonTargeting_319	1	0.49914	0.49908	0.999995	319	0	0.078278	0.50086	0.50088	0.916624	542	0	0.078278
NonTargeting_242	1	0.50086	0.50088	0.999995	320	0	0.088309	0.49914	0.49908	0.916624	541	0	0.088309
NonTargeting_327	1	0.50155	0.50163	0.999995	321	0	0.082144	0.49845	0.49829	0.916624	540	0	0.082144
HIF1AN	6	0.50367	0.64679	0.999995	322	2	0.18825	0.17338	0.37842	0.900665	248	3	0.18825
NonTargeting_265	1	0.50466	0.50475	0.999995	323	0	0.083235	0.49534	0.49501	0.916624	539	0	0.083235
NonTargeting_202	1	0.50603	0.5061	0.999995	324	0	0.084684	0.49397	0.49373	0.916624	538	0	0.084684
OR1A1	6	0.51005	0.65269	0.999995	325	2	0.075433	0.46533	0.68362	0.931742	518	3	0.075433
CACNA7A	6	0.51084	0.65336	0.999995	326	2	0.037113	0.48365	0.70002	0.931742	530	1	0.037113
NonTargeting_414	1	0.51086	0.51077	0.999995	327	0	0.093348	0.48914	0.48903	0.916624	536	0	0.093348
SLC6A16	6	0.51164	0.65406	0.999995	328	2	0.14614	0.36539	0.58615	0.920929	431	3	0.14614
BIK	6	0.51243	0.6549	0.999995	329	2	0.064217	0.35184	0.57308	0.920929	413	3	0.064217
NonTargeting_292	1	0.51259	0.51247	0.999995	330	0	0.096923	0.48741	0.48743	0.916624	534	0	0.096923
NonTargeting_334	1	0.51328	0.51311	0.999995	331	0	0.092615	0.48672	0.48668	0.916624	533	0	0.092615
GRIN2C	6	0.51402	0.65631	0.999995	332	2	0.035889	0.58311	0.75339	0.932474	599	2	0.035889
NonTargeting_163	1	0.515	0.5147	0.999995	333	0	0.10601	0.485	0.4851	0.916624	532	0	0.10601
NonTargeting_274	1	0.51603	0.51583	0.999995	334	0	0.095731	0.48397	0.48398	0.916624	531	0	0.095731
BOK	6	0.51639	0.65835	0.999995	335	2	0.17495	0.15007	0.33955	0.894417	216	3	0.17495
NonTargeting_20	1	0.51741	0.51724	0.999995	336	0	0.095981	0.48259	0.48264	0.916624	529	0	0.095981
NonTargeting_415	1	0.52017	0.52009	0.999995	337	0	0.09974	0.47983	0.4799	0.916624	527	0	0.09974
NonTargeting_417	1	0.52224	0.52225	0.999995	338	0	0.10415	0.47776	0.47787	0.916624	526	0	0.10415
EPAS1	6	0.52349	0.66436	0.999995	339	2	0.22342	0.15525	0.34811	0.897541	223	3	0.22342
NonTargeting_170	1	0.52362	0.52386	0.999995	340	0	0.099544	0.47638	0.47645	0.916005	525	0	0.099544
NCOA1	6	0.52898	0.6691	0.999995	341	2	0.15093	0.061467	0.1809	0.874169	107	3	0.15093
OR16A1	6	0.52977	0.66955	0.999995	342	2	0.11276	0.76213	0.86307	0.995598	754	2	0.11276
NonTargeting_491	1	0.52983	0.52983	0.999995	343	0	0.10247	0.47017	0.46999	0.909464	523	0	0.10247
INPP5D	6	0.53055	0.67014	0.999995	344	2	0.032938	0.34651	0.56825	0.920929	407	1	0.032938
NonTargeting_230	1	0.53155	0.53158	0.999995	345	0	0.11594	0.46845	0.46821	0.907982	522	0	0.11594
NonTargeting_368	1	0.5319	0.53195	0.999995	346	0	0.108	0.4681	0.46783	0.907982	521	0	0.108
GRIN2D	6	0.53289	0.67229	0.999995	347	2	0.01155	0.74945	0.85445	0.988202	744	2	0.01155
NonTargeting_451	1	0.53328	0.53308	0.999995	348	0	0.11076	0.46672	0.46636	0.907982	519	0	0.11076
NonTargeting_315	1	0.535	0.53482	0.999995	349	0	0.11938	0.465	0.46501	0.907982	517	0	0.11938
NonTargeting_178	1	0.53569	0.53553	0.999995	350	0	0.10412	0.46431	0.46437	0.907982	516	0	0.10412
OR19A2	6	0.53601	0.67511	0.999995	351	2	-0.05279	0.32443	0.54676	0.920929	385	1	-0.05279
NonTargeting_137	1	0.53672	0.53655	0.999995	352	0	0.11986	0.46328	0.46331	0.907982	515	0	0.11986
NonTargeting_135	1	0.53776	0.53753	0.999995	353	0	0.1237	0.46224	0.46232	0.907982	514	0	0.1237
NonTargeting_207	1	0.53914	0.53889	0.999995	354	0	0.11639	0.46086	0.46079	0.907982	513	0	0.11639
NonTargeting_312	1	0.53948	0.53929	0.999995	355	0	0.11905	0.46052	0.46058	0.907982	512	0	0.11905
NonTargeting_418	1	0.54259	0.54258	0.999995	356	0	0.135	0.45741	0.45758	0.907982	510	0	0.135
NonTargeting_391	1	0.54362	0.54367	0.999995	357	0	0.12496	0.45638	0.45649	0.907982	509	0	0.12496
NonTargeting_331	1	0.545	0.54515	0.999995	358	0	0.12549	0.455	0.45515	0.907982	508	0	0.12549
NonTargeting_498	1	0.54534	0.54558	0.999995	359	0	0.13338	0.45466	0.45481	0.907982	507	0	0.13338
NonTargeting_382	1	0.54603	0.54652	0.999995	360	0	0.12922	0.45397	0.45396	0.907982	506	0	0.12922
NonTargeting_238	1	0.54638	0.54689	0.999995	361	0	0.13253	0.45362	0.45359	0.907982	505	0	0.13253
NonTargeting_32	1	0.5481	0.54834	0.999995	362	0	0.12833	0.4519	0.45195	0.907982	503	0	0.12833
PUMA	6	0.54916	0.6868	0.999995	363	2	0.0039652	0.73228	0.84326	0.977784	724	2	0.0039652
NonTargeting_28	1	0.55328	0.5538	0.999995	364	0	0.13394	0.44672	0.44687	0.907982	500	0	0.13394
NonTargeting_159	1	0.555	0.55558	0.999995	365	0	0.13697	0.445	0.44509	0.907982	498	0	0.13697
NonTargeting_54	1	0.55741	0.55807	0.999995	366	0	0.14552	0.44259	0.44285	0.907982	497	0	0.14552
NonTargeting_411	1	0.55914	0.55997	0.999995	367	0	0.14444	0.44086	0.44101	0.907982	496	0	0.14444
NonTargeting_188	1	0.5619	0.56286	0.999995	368	0	0.15149	0.4381	0.43849	0.907438	495	0	0.15149
NonTargeting_358	1	0.56362	0.56466	0.999995	369	0	0.15275	0.43638	0.43675	0.907438	494	0	0.15275
NonTargeting_201	1	0.56466	0.56567	0.999995	370	0	0.14538	0.43534	0.43567	0.907438	492	0	0.14538
BAD	6	0.56518	0.70059	0.999995	371	2	0.30569	0.10578	0.26339	0.888559	161	4	0.30569
NonTargeting_471	1	0.56638	0.56738	0.999995	372	0	0.15562	0.43362	0.43378	0.907438	489	0	0.15562
NonTargeting_309	1	0.56672	0.56769	0.999995	373	0	0.14757	0.43328	0.43346	0.907438	488	0	0.14757
NonTargeting_47	1	0.56741	0.56836	0.999995	374	0	0.15387	0.43259	0.43274	0.907438	487	0	0.15387
NonTargeting_371	1	0.5681	0.56917	0.999995	375	0	0.15324	0.4319	0.43201	0.907438	486	0	0.15324
NonTargeting_447	1	0.57121	0.57197	0.999995	376	0	0.15556	0.42879	0.42888	0.907438	485	0	0.15556
NonTargeting_222	1	0.57224	0.57288	0.999995	377	0	0.16276	0.42776	0.42791	0.907438	484	0	0.16276
NonTargeting_362	1	0.57259	0.57331	0.999995	378	0	0.15479	0.42741	0.42759	0.907438	482	0	0.15479
KCNK12	6	0.57272	0.70737	0.999995	379	2	0.12107	0.076048	0.20821	0.886009	122	3	0.12107
NonTargeting_367	1	0.57431	0.57511	0.999995	380	0	0.15365	0.42569	0.42587	0.907438	481	0	0.15365
NonTargeting_100	1	0.57707	0.5777	0.999995	381	0	0.17688	0.42293	0.42323	0.907356	477	0	0.17688
NonTargeting_342	1	0.58017	0.58123	0.999995	382	0	0.1584	0.41983	0.42032	0.905587	475	0	0.1584
NonTargeting_109	1	0.58362	0.58478	0.999995	383	0	0.17527	0.41638	0.41664	0.904062	474	0	0.17527
PHD2	6	0.58391	0.71733	0.999995	384	2	-0.1264	0.48923	0.70264	0.931742	537	2	-0.1264
BID	6	0.58466	0.71815	0.999995	385	2	0.30576	0.08424	0.22376	0.886009	135	4	0.30576
NonTargeting_181	1	0.585	0.58614	0.999995	386	0	0.15645	0.415	0.4153	0.903355	473	0	0.15645
KCNK6	6	0.5854	0.7188	0.999995	387	2	0.072327	0.21471	0.43431	0.907438	286	3	0.072327
NonTargeting_221	1	0.58569	0.58683	0.999995	388	0	0.15773	0.41431	0.41464	0.903355	472	0	0.15773
KCNJ7	6	0.58688	0.72009	0.999995	389	2	0.29748	0.084854	0.22495	0.886009	137	4	0.29748
VHL	6	0.58761	0.72077	0.999995	390	2	-0.051396	0.99357	0.993	0.999995	797	0	-0.051396
TJP2	6	0.58835	0.72164	0.999995	391	2	0.031758	0.351	0.57239	0.920929	412	2	0.031758
NonTargeting_247	1	0.58914	0.59016	0.999995	392	0	0.19137	0.41086	0.41127	0.901169	470	1	0.19137
NonTargeting_343	1	0.59052	0.59158	0.999995	393	0	0.16497	0.40948	0.40977	0.900665	469	1	0.16497
NonTargeting_114	1	0.59086	0.59195	0.999995	394	0	0.17975	0.40914	0.40942	0.900665	468	1	0.17975
NonTargeting_99	1	0.59224	0.59338	0.999995	395	0	0.17945	0.40776	0.40789	0.900665	467	1	0.17945
NonTargeting_124	1	0.59259	0.59378	0.999995	396	0	0.17665	0.40741	0.40756	0.900665	466	1	0.17665
NonTargeting_7	1	0.59293	0.59415	0.999995	397	0	0.16996	0.40707	0.40714	0.900665	465	1	0.16996
NonTargeting_366	1	0.59328	0.59438	0.999995	398	0	0.17913	0.40672	0.40675	0.900665	464	1	0.17913
NonTargeting_305	1	0.59638	0.59762	0.999995	399	0	0.17808	0.40362	0.40371	0.900665	461	1	0.17808
NonTargeting_398	1	0.59776	0.59927	0.999995	400	0	0.17789	0.40224	0.4026	0.900665	459	1	0.17789
NonTargeting_35	1	0.59983	0.60142	0.999995	401	0	0.17708	0.40017	0.40049	0.900665	458	1	0.17708
NonTargeting_10	1	0.60052	0.60212	0.999995	402	0	0.18499	0.39948	0.39983	0.900665	457	1	0.18499
NonTargeting_146	1	0.60224	0.60382	0.999995	403	0	0.18021	0.39776	0.39833	0.900665	456	1	0.18021
NonTargeting_87	1	0.60431	0.60607	0.999995	404	0	0.20352	0.39569	0.39621	0.900665	455	1	0.20352
NonTargeting_144	1	0.60534	0.6071	0.999995	405	0	0.20443	0.39466	0.3951	0.900665	454	1	0.20443
NonTargeting_104	1	0.60569	0.60744	0.999995	406	0	0.2136	0.39431	0.39473	0.900665	453	1	0.2136
NonTargeting_75	1	0.60603	0.60776	0.999995	407	0	0.1743	0.39397	0.39439	0.900665	452	1	0.1743
NonTargeting_444	1	0.60776	0.60951	0.999995	408	0	0.1967	0.39224	0.39282	0.900665	450	1	0.1967
NonTargeting_486	1	0.6081	0.60989	0.999995	409	0	0.17656	0.3919	0.39249	0.900665	449	1	0.17656
NonTargeting_68	1	0.61017	0.61204	0.999995	410	0	0.19298	0.38983	0.39041	0.900665	448	1	0.19298
NonTargeting_53	1	0.6119	0.6135	0.999995	411	0	0.21199	0.3881	0.3888	0.900665	447	1	0.21199
NonTargeting_49	1	0.61345	0.61513	0.999995	412	0	0.20381	0.38655	0.38713	0.900665	446	1	0.20381
NonTargeting_122	1	0.61603	0.61792	0.999995	413	0	0.20517	0.38397	0.38454	0.900665	445	1	0.20517
NonTargeting_162	1	0.61776	0.61963	0.999995	414	0	0.21038	0.38224	0.38281	0.900665	444	1	0.21038
NonTargeting_275	1	0.61845	0.62028	0.999995	415	0	0.21027	0.38155	0.38217	0.900665	443	1	0.21027
NonTargeting_228	1	0.61914	0.62089	0.999995	416	0	0.20097	0.38086	0.38144	0.900665	442	1	0.20097
NonTargeting_8	1	0.62017	0.62196	0.999995	417	0	0.20087	0.37983	0.38042	0.900665	440	1	0.20087
NonTargeting_98	1	0.62086	0.62279	0.999995	418	0	0.18868	0.37914	0.3798	0.900665	439	1	0.18868
NonTargeting_383	1	0.62362	0.62566	0.999995	419	0	0.18662	0.37638	0.37688	0.900665	438	1	0.18662
NonTargeting_37	1	0.625	0.627	0.999995	420	0	0.20625	0.375	0.3755	0.900665	437	1	0.20625
NonTargeting_348	1	0.63052	0.63312	0.999995	421	0	0.21434	0.36948	0.36988	0.900665	434	1	0.21434
NonTargeting_428	1	0.63293	0.63552	0.999995	422	0	0.20264	0.36707	0.36745	0.897541	433	1	0.20264
NonTargeting_287	1	0.63328	0.63586	0.999995	423	0	0.22868	0.36672	0.36706	0.897541	432	1	0.22868
NonTargeting_294	1	0.635	0.63759	0.999995	424	0	0.20878	0.365	0.3653	0.897541	430	1	0.20878
NonTargeting_326	1	0.63534	0.63787	0.999995	425	0	0.2139	0.36466	0.36493	0.897541	429	1	0.2139
NonTargeting_108	1	0.63603	0.63853	0.999995	426	0	0.21828	0.36397	0.36426	0.897541	427	1	0.21828
NonTargeting_285	1	0.6381	0.64062	0.999995	427	0	0.22711	0.3619	0.36207	0.897541	426	1	0.22711
NonTargeting_203	1	0.63845	0.64095	0.999995	428	0	0.21443	0.36155	0.36173	0.897541	425	1	0.21443
NonTargeting_470	1	0.63879	0.6414	0.999995	429	0	0.21892	0.36121	0.36143	0.897541	424	1	0.21892
NonTargeting_429	1	0.63948	0.64217	0.999995	430	0	0.21084	0.36052	0.36083	0.897541	422	1	0.21084
NonTargeting_464	1	0.64052	0.64303	0.999995	431	0	0.2265	0.35948	0.35984	0.897541	420	1	0.2265
NonTargeting_481	1	0.64121	0.64374	0.999995	432	0	0.23833	0.35879	0.35917	0.897541	419	1	0.23833
NonTargeting_308	1	0.64466	0.64741	0.999995	433	0	0.22081	0.35534	0.35596	0.897541	417	1	0.22081
NonTargeting_476	1	0.64603	0.64883	0.999995	434	0	0.21747	0.35397	0.35476	0.897541	415	1	0.21747
NonTargeting_179	1	0.64914	0.65216	0.999995	435	0	0.2167	0.35086	0.35163	0.897541	411	1	0.2167
NonTargeting_46	1	0.65086	0.65374	0.999995	436	0	0.22707	0.34914	0.34964	0.897541	410	1	0.22707
NonTargeting_164	1	0.65224	0.65509	0.999995	437	0	0.23279	0.34776	0.34834	0.897541	408	1	0.23279
NonTargeting_208	1	0.65466	0.6575	0.999995	438	0	0.25869	0.34534	0.34616	0.897541	406	1	0.25869
NonTargeting_393	1	0.65534	0.65817	0.999995	439	0	0.22563	0.34466	0.34556	0.897541	405	1	0.22563
NonTargeting_251	1	0.65569	0.65858	0.999995	440	0	0.24633	0.34431	0.34524	0.897541	404	1	0.24633
NonTargeting_229	1	0.66017	0.66265	0.999995	441	0	0.22749	0.33983	0.34016	0.894417	402	1	0.22749
NonTargeting_420	1	0.66086	0.66329	0.999995	442	0	0.25613	0.33914	0.33957	0.894417	401	1	0.25613
NonTargeting_344	1	0.66397	0.66633	0.999995	443	0	0.22989	0.33603	0.33638	0.894417	399	1	0.22989
NonTargeting_479	1	0.66431	0.66655	0.999995	444	0	0.24361	0.33569	0.33598	0.894417	397	1	0.24361
NonTargeting_125	1	0.66638	0.66862	0.999995	445	0	0.23173	0.33362	0.33383	0.894417	395	1	0.23173
NonTargeting_152	1	0.66741	0.66967	0.999995	446	0	0.24084	0.33259	0.33274	0.894417	394	1	0.24084
NonTargeting_291	1	0.66776	0.67006	0.999995	447	0	0.24761	0.33224	0.33241	0.894417	393	1	0.24761
NonTargeting_431	1	0.66845	0.67068	0.999995	448	0	0.25832	0.33155	0.3317	0.894417	392	1	0.25832
NonTargeting_160	1	0.66948	0.67172	0.999995	449	0	0.24845	0.33052	0.33067	0.894417	391	1	0.24845
NonTargeting_206	1	0.67224	0.67438	0.999995	450	0	0.24365	0.32776	0.32797	0.894417	389	1	0.24365
NonTargeting_298	1	0.67397	0.67595	0.999995	451	0	0.24848	0.32603	0.32626	0.894417	388	1	0.24848
NonTargeting_267	1	0.67534	0.67729	0.999995	452	0	0.25635	0.32466	0.32493	0.894417	386	1	0.25635
NonTargeting_360	1	0.67569	0.67748	0.999995	453	0	0.269	0.32431	0.32468	0.894417	384	1	0.269
NonTargeting_328	1	0.6781	0.67975	0.999995	454	0	0.24255	0.3219	0.32214	0.894417	382	1	0.24255
NonTargeting_34	1	0.67845	0.68006	0.999995	455	0	0.24824	0.32155	0.3219	0.894417	381	1	0.24824
NonTargeting_130	1	0.67948	0.68095	0.999995	456	0	0.25952	0.32052	0.32094	0.894417	380	1	0.25952
NonTargeting_268	1	0.68155	0.68302	0.999995	457	0	0.26242	0.31845	0.31869	0.894417	379	1	0.26242
NonTargeting_484	1	0.6819	0.68338	0.999995	458	0	0.27741	0.3181	0.31833	0.894417	378	1	0.27741
NonTargeting_198	1	0.68224	0.68374	0.999995	459	0	0.26828	0.31776	0.31801	0.894417	377	1	0.26828
NonTargeting_322	1	0.68397	0.68552	0.999995	460	0	0.26765	0.31603	0.31627	0.894417	376	1	0.26765
NonTargeting_286	1	0.68534	0.68682	0.999995	461	0	0.2607	0.31466	0.31497	0.894417	374	1	0.2607
NonTargeting_468	1	0.68914	0.69032	0.999995	462	0	0.27331	0.31086	0.31112	0.894417	372	1	0.27331
