Gene	Num_sgRNAs	RRA_Score_Neg	PValue_Neg	FDR_Neg	Rank_Neg	neg|goodsgrna	LFC_Neg	RRA_Score_Pos	PValue_Pos	FDR_Pos	Rank_Pos	pos|goodsgrna	LFC_Pos	FDR	Direction	logFC	RRA_Score	Significance
NonTargeting_156	1	0.29948	0.30002	0.999995	160	0	-0.24178	0.70052	0.7015	0.924377	682	0	-0.24178	0.924377	enriched	-0.24178	0.70052	not_significant
NonTargeting_208	1	0.29983	0.30034	0.999995	161	0	-0.23945	0.70017	0.70118	0.924377	681	0	-0.23945	0.924377	enriched	-0.23945	0.70017	not_significant
NonTargeting_178	1	0.30017	0.30066	0.999995	162	0	-0.23991	0.69983	0.70077	0.924377	680	0	-0.23991	0.924377	enriched	-0.23991	0.69983	not_significant
NonTargeting_94	1	0.30224	0.30271	0.999995	163	0	-0.23308	0.69776	0.69864	0.924377	679	0	-0.23308	0.924377	enriched	-0.23308	0.69776	not_significant
NonTargeting_162	1	0.30397	0.30442	0.999995	164	0	-0.23268	0.69603	0.69699	0.924377	676	0	-0.23268	0.924377	enriched	-0.23268	0.69603	not_significant
NonTargeting_372	1	0.30431	0.30473	0.999995	165	0	-0.22908	0.69569	0.69667	0.924377	675	0	-0.22908	0.924377	enriched	-0.22908	0.69569	not_significant
NonTargeting_343	1	0.305	0.30534	0.999995	166	0	-0.22914	0.695	0.69586	0.924377	674	0	-0.22914	0.924377	enriched	-0.22914	0.695	not_significant
NonTargeting_144	1	0.30638	0.30664	0.999995	167	0	-0.22812	0.69362	0.6946	0.924377	672	0	-0.22812	0.924377	enriched	-0.22812	0.69362	not_significant
NonTargeting_230	1	0.30948	0.30974	0.999995	168	0	-0.22119	0.69052	0.69172	0.924377	670	0	-0.22119	0.924377	enriched	-0.22119	0.69052	not_significant
NonTargeting_65	1	0.31328	0.31356	0.999995	169	0	-0.22285	0.68672	0.68803	0.924377	668	0	-0.22285	0.924377	enriched	-0.22285	0.68672	not_significant
NonTargeting_125	1	0.31466	0.31489	0.999995	170	0	-0.21452	0.68534	0.68678	0.924377	666	0	-0.21452	0.924377	enriched	-0.21452	0.68534	not_significant
NonTargeting_46	1	0.31534	0.31545	0.999995	171	0	-0.21454	0.68466	0.68612	0.924377	665	0	-0.21454	0.924377	enriched	-0.21454	0.68466	not_significant
NonTargeting_360	1	0.31741	0.31743	0.999995	172	0	-0.2097	0.68259	0.68399	0.924377	663	0	-0.2097	0.924377	enriched	-0.2097	0.68259	not_significant
NonTargeting_347	1	0.31776	0.31795	0.999995	173	0	-0.20947	0.68224	0.68368	0.924377	662	0	-0.20947	0.924377	enriched	-0.20947	0.68224	not_significant
NonTargeting_379	1	0.31845	0.31862	0.999995	174	0	-0.20711	0.68155	0.68296	0.924377	661	0	-0.20711	0.924377	enriched	-0.20711	0.68155	not_significant
NonTargeting_279	1	0.31983	0.32016	0.999995	175	0	-0.20283	0.68017	0.68173	0.924377	660	0	-0.20283	0.924377	enriched	-0.20283	0.68017	not_significant
NonTargeting_3	1	0.32328	0.32346	0.999995	176	0	-0.19476	0.67672	0.6783	0.924377	659	0	-0.19476	0.924377	enriched	-0.19476	0.67672	not_significant
NonTargeting_210	1	0.32638	0.32648	0.999995	177	0	-0.19146	0.67362	0.67552	0.924377	657	0	-0.19146	0.924377	enriched	-0.19146	0.67362	not_significant
NonTargeting_28	1	0.32707	0.32706	0.999995	178	0	-0.1902	0.67293	0.6749	0.924377	656	0	-0.1902	0.924377	enriched	-0.1902	0.67293	not_significant
NonTargeting_129	1	0.32776	0.32787	0.999995	179	0	-0.1906	0.67224	0.6743	0.924377	655	0	-0.1906	0.924377	enriched	-0.1906	0.67224	not_significant
NonTargeting_134	1	0.32845	0.3285	0.999995	180	0	-0.18897	0.67155	0.67364	0.924377	654	0	-0.18897	0.924377	enriched	-0.18897	0.67155	not_significant
NonTargeting_122	1	0.33086	0.33096	0.999995	181	0	-0.18285	0.66914	0.67134	0.924377	653	0	-0.18285	0.924377	enriched	-0.18285	0.66914	not_significant
NonTargeting_97	1	0.33259	0.33269	0.999995	182	0	-0.18083	0.66741	0.66958	0.924377	651	0	-0.18083	0.924377	enriched	-0.18083	0.66741	not_significant
NonTargeting_260	1	0.33534	0.33556	0.999995	183	0	-0.1769	0.66466	0.6668	0.924377	648	0	-0.1769	0.924377	enriched	-0.1769	0.66466	not_significant
NonTargeting_171	1	0.33638	0.33671	0.999995	184	0	-0.17948	0.66362	0.66587	0.924377	647	0	-0.17948	0.924377	enriched	-0.17948	0.66362	not_significant
NonTargeting_100	1	0.33879	0.33922	0.999995	185	0	-0.1723	0.66121	0.66344	0.924377	646	0	-0.1723	0.924377	enriched	-0.1723	0.66121	not_significant
NonTargeting_22	1	0.33948	0.33976	0.999995	186	0	-0.17114	0.66052	0.66282	0.924377	645	0	-0.17114	0.924377	enriched	-0.17114	0.66052	not_significant
NonTargeting_17	1	0.33983	0.34007	0.999995	187	0	-0.17031	0.66017	0.66253	0.924377	643	0	-0.17031	0.924377	enriched	-0.17031	0.66017	not_significant
CDKN2B	6	0.34337	0.47722	0.999995	188	2	-0.25439	0.59495	0.6146	0.917956	596	1	-0.25439	0.917956	enriched	-0.25439	0.59495	not_significant
BIRC2	6	0.34506	0.47901	0.999995	189	2	0.054344	0.32389	0.45255	0.904141	363	2	0.054344	0.904141	enriched	0.054344	0.32389	not_significant
NonTargeting_448	1	0.34672	0.34728	0.999995	190	0	-0.16601	0.65328	0.65591	0.923823	639	0	-0.16601	0.923823	enriched	-0.16601	0.65328	not_significant
NonTargeting_206	1	0.3481	0.34861	0.999995	191	0	-0.1608	0.6519	0.65455	0.923343	638	0	-0.1608	0.923343	enriched	-0.1608	0.6519	not_significant
NonTargeting_18	1	0.34845	0.3489	0.999995	192	0	-0.16026	0.65155	0.65428	0.923343	637	0	-0.16026	0.923343	enriched	-0.16026	0.65155	not_significant
NonTargeting_61	1	0.35121	0.35188	0.999995	193	0	-0.15628	0.64879	0.65165	0.923343	636	0	-0.15628	0.923343	enriched	-0.15628	0.64879	not_significant
NonTargeting_314	1	0.35155	0.35227	0.999995	194	0	-0.15793	0.64845	0.65138	0.923343	635	0	-0.15793	0.923343	enriched	-0.15793	0.64845	not_significant
NonTargeting_9	1	0.35259	0.35326	0.999995	195	0	-0.15512	0.64741	0.65013	0.923343	634	0	-0.15512	0.923343	enriched	-0.15512	0.64741	not_significant
NonTargeting_467	1	0.35328	0.35394	0.999995	196	0	-0.15256	0.64672	0.64948	0.923343	633	0	-0.15256	0.923343	enriched	-0.15256	0.64672	not_significant
NonTargeting_463	1	0.355	0.35554	0.999995	197	0	-0.15514	0.645	0.64779	0.923343	631	0	-0.15514	0.923343	enriched	-0.15514	0.645	not_significant
NonTargeting_226	1	0.35707	0.3574	0.999995	198	0	-0.1499	0.64293	0.64531	0.923343	630	0	-0.1499	0.923343	enriched	-0.1499	0.64293	not_significant
NonTargeting_150	1	0.35914	0.35941	0.999995	199	0	-0.14696	0.64086	0.64325	0.923325	628	0	-0.14696	0.923325	enriched	-0.14696	0.64086	not_significant
NonTargeting_110	1	0.35948	0.35973	0.999995	200	0	-0.14776	0.64052	0.64292	0.923325	627	0	-0.14776	0.923325	enriched	-0.14776	0.64052	not_significant
NonTargeting_445	1	0.36155	0.36162	0.999995	201	0	-0.14077	0.63845	0.64085	0.922825	625	0	-0.14077	0.922825	enriched	-0.14077	0.63845	not_significant
NonTargeting_101	1	0.36293	0.36311	0.999995	202	0	-0.13521	0.63707	0.63941	0.922233	624	0	-0.13521	0.922233	enriched	-0.13521	0.63707	not_significant
NonTargeting_381	1	0.36328	0.36353	0.999995	203	0	-0.13528	0.63672	0.63905	0.922233	623	0	-0.13528	0.922233	enriched	-0.13528	0.63672	not_significant
NonTargeting_196	1	0.36362	0.36388	0.999995	204	0	-0.13617	0.63638	0.63868	0.922233	622	0	-0.13617	0.922233	enriched	-0.13617	0.63638	not_significant
NonTargeting_6	1	0.36397	0.36415	0.999995	205	0	-0.13419	0.63603	0.63844	0.922233	621	0	-0.13419	0.922233	enriched	-0.13419	0.63603	not_significant
SCN10A	6	0.36624	0.50023	0.999995	206	2	0.068503	0.15181	0.26135	0.903325	171	2	0.068503	0.903325	enriched	0.068503	0.15181	not_significant
NonTargeting_118	1	0.36707	0.36735	0.999995	207	0	-0.13116	0.63293	0.63543	0.922233	620	0	-0.13116	0.922233	enriched	-0.13116	0.63293	not_significant
NonTargeting_168	1	0.3681	0.36845	0.999995	208	0	-0.12876	0.6319	0.63427	0.922205	619	0	-0.12876	0.922205	enriched	-0.12876	0.6319	not_significant
NonTargeting_481	1	0.36914	0.36951	0.999995	209	0	-0.12661	0.63086	0.63328	0.922205	618	0	-0.12661	0.922205	enriched	-0.12661	0.63086	not_significant
NonTargeting_31	1	0.37121	0.37137	0.999995	210	0	-0.12422	0.62879	0.63099	0.920404	617	0	-0.12422	0.920404	enriched	-0.12422	0.62879	not_significant
CDKN2C	6	0.37216	0.5065	0.999995	211	2	0.25311	0.25755	0.37899	0.903325	280	2	0.25311	0.903325	enriched	0.25311	0.25755	not_significant
NonTargeting_200	1	0.37293	0.37313	0.999995	212	0	-0.12169	0.62707	0.62912	0.919284	616	0	-0.12169	0.919284	enriched	-0.12169	0.62707	not_significant
ABCC11	6	0.37386	0.50842	0.999995	213	2	-0.22579	0.64653	0.65336	0.923343	632	1	-0.22579	0.923343	enriched	-0.22579	0.64653	not_significant
NonTargeting_295	1	0.37397	0.37428	0.999995	214	0	-0.12137	0.62603	0.62803	0.919284	615	0	-0.12137	0.919284	enriched	-0.12137	0.62603	not_significant
VEGFB	6	0.37808	0.51294	0.999995	215	2	0.4371	0.0070056	0.023417	0.775862	21	3	0.4371	0.775862	enriched	0.4371	0.0070056	not_significant
NonTargeting_37	1	0.37914	0.37972	0.999995	216	0	-0.11024	0.62086	0.62267	0.919284	614	0	-0.11024	0.919284	enriched	-0.11024	0.62086	not_significant
NonTargeting_434	1	0.38259	0.3831	0.999995	217	0	-0.10277	0.61741	0.61911	0.917956	613	0	-0.10277	0.917956	enriched	-0.10277	0.61741	not_significant
NonTargeting_292	1	0.38362	0.38408	0.999995	218	0	-0.1009	0.61638	0.61815	0.917956	612	0	-0.1009	0.917956	enriched	-0.1009	0.61638	not_significant
NonTargeting_386	1	0.38466	0.38521	0.999995	219	0	-0.10031	0.61534	0.61693	0.917956	611	0	-0.10031	0.917956	enriched	-0.10031	0.61534	not_significant
NonTargeting_252	1	0.38638	0.38696	0.999995	220	0	-0.098969	0.61362	0.61519	0.917956	609	0	-0.098969	0.917956	enriched	-0.098969	0.61362	not_significant
NonTargeting_253	1	0.38845	0.38911	0.999995	221	0	-0.096826	0.61155	0.61304	0.917956	607	0	-0.096826	0.917956	enriched	-0.096826	0.61155	not_significant
NonTargeting_121	1	0.39224	0.39277	0.999995	222	0	-0.094138	0.60776	0.60938	0.914063	604	0	-0.094138	0.914063	enriched	-0.094138	0.60776	not_significant
NonTargeting_329	1	0.39397	0.39435	0.999995	223	0	-0.093092	0.60603	0.60764	0.912974	602	0	-0.093092	0.912974	enriched	-0.093092	0.60603	not_significant
NonTargeting_333	1	0.39534	0.39581	0.999995	224	0	-0.089848	0.60466	0.60639	0.912974	601	0	-0.089848	0.912974	enriched	-0.089848	0.60466	not_significant
NonTargeting_176	1	0.3981	0.39863	0.999995	225	0	-0.085608	0.6019	0.60339	0.911155	599	0	-0.085608	0.911155	enriched	-0.085608	0.6019	not_significant
NonTargeting_197	1	0.40052	0.40074	0.999995	226	0	-0.08174	0.59948	0.60096	0.910543	598	0	-0.08174	0.910543	enriched	-0.08174	0.59948	not_significant
NonTargeting_287	1	0.40983	0.41016	0.999995	227	0	-0.072703	0.59017	0.59118	0.905257	595	0	-0.072703	0.905257	enriched	-0.072703	0.59017	not_significant
NonTargeting_41	1	0.41017	0.41055	0.999995	228	0	-0.072005	0.58983	0.59086	0.905257	594	0	-0.072005	0.905257	enriched	-0.072005	0.58983	not_significant
NonTargeting_406	1	0.41155	0.41181	0.999995	229	0	-0.069464	0.58845	0.58933	0.905257	593	0	-0.069464	0.905257	enriched	-0.069464	0.58845	not_significant
NonTargeting_56	1	0.41397	0.41425	0.999995	230	0	-0.067123	0.58603	0.58705	0.905257	592	0	-0.067123	0.905257	enriched	-0.067123	0.58603	not_significant
NonTargeting_128	1	0.41569	0.41598	0.999995	231	0	-0.065674	0.58431	0.58522	0.905257	590	0	-0.065674	0.905257	enriched	-0.065674	0.58431	not_significant
NonTargeting_495	1	0.41879	0.41902	0.999995	232	0	-0.060555	0.58121	0.58216	0.905257	589	0	-0.060555	0.905257	enriched	-0.060555	0.58121	not_significant
NonTargeting_169	1	0.41914	0.41955	0.999995	233	0	-0.058989	0.58086	0.58175	0.905257	588	0	-0.058989	0.905257	enriched	-0.058989	0.58086	not_significant
NonTargeting_327	1	0.42052	0.4209	0.999995	234	0	-0.05578	0.57948	0.58046	0.905257	587	0	-0.05578	0.905257	enriched	-0.05578	0.57948	not_significant
NonTargeting_291	1	0.42121	0.4216	0.999995	235	0	-0.054958	0.57879	0.57956	0.905257	585	0	-0.054958	0.905257	enriched	-0.054958	0.57879	not_significant
NonTargeting_170	1	0.42397	0.42419	0.999995	236	0	-0.050826	0.57603	0.57654	0.905257	583	0	-0.050826	0.905257	enriched	-0.050826	0.57603	not_significant
NonTargeting_290	1	0.4281	0.42819	0.999995	237	0	-0.044896	0.5719	0.57256	0.905257	582	0	-0.044896	0.905257	enriched	-0.044896	0.5719	not_significant
NonTargeting_482	1	0.42845	0.42848	0.999995	238	0	-0.045021	0.57155	0.57224	0.905257	581	0	-0.045021	0.905257	enriched	-0.045021	0.57155	not_significant
NonTargeting_21	1	0.43017	0.43014	0.999995	239	0	-0.044257	0.56983	0.57063	0.905257	579	0	-0.044257	0.905257	enriched	-0.044257	0.56983	not_significant
NonTargeting_112	1	0.43086	0.43094	0.999995	240	0	-0.043293	0.56914	0.56996	0.905257	578	0	-0.043293	0.905257	enriched	-0.043293	0.56914	not_significant
NonTargeting_498	1	0.43259	0.43264	0.999995	241	0	-0.041274	0.56741	0.5683	0.905257	577	0	-0.041274	0.905257	enriched	-0.041274	0.56741	not_significant
NonTargeting_350	1	0.43328	0.43335	0.999995	242	0	-0.039663	0.56672	0.56765	0.905257	575	0	-0.039663	0.905257	enriched	-0.039663	0.56672	not_significant
NonTargeting_324	1	0.43397	0.43405	0.999995	243	0	-0.038418	0.56603	0.56691	0.905257	574	0	-0.038418	0.905257	enriched	-0.038418	0.56603	not_significant
NonTargeting_84	1	0.43638	0.43663	0.999995	244	0	-0.035489	0.56362	0.5646	0.905257	571	0	-0.035489	0.905257	enriched	-0.035489	0.56362	not_significant
NonTargeting_310	1	0.43672	0.43693	0.999995	245	0	-0.035463	0.56328	0.56419	0.905257	570	0	-0.035463	0.905257	enriched	-0.035463	0.56328	not_significant
NonTargeting_312	1	0.43776	0.43811	0.999995	246	0	-0.033792	0.56224	0.56316	0.905257	568	0	-0.033792	0.905257	enriched	-0.033792	0.56224	not_significant
NonTargeting_57	1	0.43879	0.43896	0.999995	247	0	-0.03255	0.56121	0.56201	0.905257	567	0	-0.03255	0.905257	enriched	-0.03255	0.56121	not_significant
NonTargeting_439	1	0.44121	0.4412	0.999995	248	0	-0.028227	0.55879	0.55945	0.905257	565	0	-0.028227	0.905257	enriched	-0.028227	0.55879	not_significant
NonTargeting_244	1	0.44155	0.44157	0.999995	249	0	-0.028423	0.55845	0.55911	0.905257	564	0	-0.028423	0.905257	enriched	-0.028423	0.55845	not_significant
NonTargeting_419	1	0.4419	0.44192	0.999995	250	0	-0.027863	0.5581	0.55875	0.905257	563	0	-0.027863	0.905257	enriched	-0.027863	0.5581	not_significant
NonTargeting_75	1	0.44224	0.44231	0.999995	251	0	-0.027896	0.55776	0.55831	0.905257	562	0	-0.027896	0.905257	enriched	-0.027896	0.55776	not_significant
NonTargeting_485	1	0.44362	0.44372	0.999995	252	0	-0.024264	0.55638	0.55688	0.905257	560	0	-0.024264	0.905257	enriched	-0.024264	0.55638	not_significant
NonTargeting_55	1	0.44466	0.44476	0.999995	253	0	-0.021215	0.55534	0.55585	0.905257	559	0	-0.021215	0.905257	enriched	-0.021215	0.55534	not_significant
NonTargeting_355	1	0.44741	0.44746	0.999995	254	0	-0.017435	0.55259	0.55296	0.905257	557	0	-0.017435	0.905257	enriched	-0.017435	0.55259	not_significant
NonTargeting_228	1	0.44845	0.44847	0.999995	255	0	-0.016685	0.55155	0.55177	0.905257	555	0	-0.016685	0.905257	enriched	-0.016685	0.55155	not_significant
NonTargeting_188	1	0.45224	0.45224	0.999995	256	0	-0.012692	0.54776	0.54796	0.905257	553	0	-0.012692	0.905257	enriched	-0.012692	0.54776	not_significant
NonTargeting_99	1	0.45362	0.45353	0.999995	257	0	-0.011022	0.54638	0.54683	0.905257	552	0	-0.011022	0.905257	enriched	-0.011022	0.54638	not_significant
NonTargeting_470	1	0.45845	0.45834	0.999995	258	0	-0.0060772	0.54155	0.54148	0.904141	550	0	-0.0060772	0.904141	enriched	-0.0060772	0.54155	not_significant
NonTargeting_2	1	0.45948	0.45942	0.999995	259	0	-0.0032868	0.54052	0.54048	0.904141	549	0	-0.0032868	0.904141	enriched	-0.0032868	0.54052	not_significant
NonTargeting_461	1	0.45983	0.4598	0.999995	260	0	-0.0035145	0.54017	0.54011	0.904141	548	0	-0.0035145	0.904141	enriched	-0.0035145	0.54017	not_significant
NonTargeting_446	1	0.4619	0.46186	0.999995	261	0	-0.0025946	0.5381	0.53784	0.904141	546	0	-0.0025946	0.904141	enriched	-0.0025946	0.5381	not_significant
NonTargeting_387	1	0.46224	0.46224	0.999995	262	0	-0.0017166	0.53776	0.53745	0.904141	545	0	-0.0017166	0.904141	enriched	-0.0017166	0.53776	not_significant
NonTargeting_236	1	0.46293	0.4629	0.999995	263	0	-0.0022221	0.53707	0.53682	0.904141	544	0	-0.0022221	0.904141	enriched	-0.0022221	0.53707	not_significant
NonTargeting_173	1	0.46397	0.46399	0.999995	264	0	0.0017393	0.53603	0.53572	0.904141	542	0	0.0017393	0.904141	enriched	0.0017393	0.53603	not_significant
NonTargeting_455	1	0.46466	0.46465	0.999995	265	0	0.0023943	0.53534	0.53504	0.904141	541	0	0.0023943	0.904141	enriched	0.0023943	0.53534	not_significant
NonTargeting_337	1	0.46534	0.46521	0.999995	266	0	0.0027316	0.53466	0.53435	0.904141	540	0	0.0027316	0.904141	enriched	0.0027316	0.53466	not_significant
NonTargeting_389	1	0.46569	0.46543	0.999995	267	0	0.0054287	0.53431	0.53406	0.904141	539	0	0.0054287	0.904141	enriched	0.0054287	0.53431	not_significant
NonTargeting_199	1	0.46845	0.46811	0.999995	268	0	0.008061	0.53155	0.53151	0.904141	538	0	0.008061	0.904141	enriched	0.008061	0.53155	not_significant
NonTargeting_468	1	0.46879	0.46839	0.999995	269	0	0.0095169	0.53121	0.53114	0.904141	537	0	0.0095169	0.904141	enriched	0.0095169	0.53121	not_significant
NonTargeting_317	1	0.4719	0.47154	0.999995	270	0	0.011984	0.5281	0.5279	0.904141	536	0	0.011984	0.904141	enriched	0.011984	0.5281	not_significant
NonTargeting_187	1	0.475	0.47492	0.999995	271	0	0.017143	0.525	0.52509	0.904141	533	0	0.017143	0.904141	enriched	0.017143	0.525	not_significant
NonTargeting_494	1	0.47534	0.47532	0.999995	272	0	0.017085	0.52466	0.52471	0.904141	532	0	0.017085	0.904141	enriched	0.017085	0.52466	not_significant
NonTargeting_367	1	0.47879	0.47876	0.999995	273	0	0.021922	0.52121	0.5211	0.904141	531	0	0.021922	0.904141	enriched	0.021922	0.52121	not_significant
NonTargeting_288	1	0.48017	0.48016	0.999995	274	0	0.025128	0.51983	0.51966	0.904141	529	0	0.025128	0.904141	enriched	0.025128	0.51983	not_significant
NonTargeting_480	1	0.48052	0.48046	0.999995	275	0	0.02578	0.51948	0.51928	0.904141	528	0	0.02578	0.904141	enriched	0.02578	0.51948	not_significant
NonTargeting_316	1	0.48155	0.48142	0.999995	276	0	0.027726	0.51845	0.51816	0.904141	527	0	0.027726	0.904141	enriched	0.027726	0.51845	not_significant
NonTargeting_166	1	0.4819	0.48169	0.999995	277	0	0.028602	0.5181	0.51784	0.904141	526	0	0.028602	0.904141	enriched	0.028602	0.5181	not_significant
NonTargeting_259	1	0.48534	0.4853	0.999995	278	0	0.030461	0.51466	0.51434	0.904141	524	0	0.030461	0.904141	enriched	0.030461	0.51466	not_significant
NonTargeting_411	1	0.48707	0.48694	0.999995	279	0	0.032183	0.51293	0.5128	0.904141	523	0	0.032183	0.904141	enriched	0.032183	0.51293	not_significant
NonTargeting_397	1	0.48776	0.48771	0.999995	280	0	0.033128	0.51224	0.51215	0.904141	522	0	0.033128	0.904141	enriched	0.033128	0.51224	not_significant
NonTargeting_23	1	0.4881	0.48799	0.999995	281	0	0.034002	0.5119	0.51184	0.904141	521	0	0.034002	0.904141	enriched	0.034002	0.5119	not_significant
NonTargeting_423	1	0.48983	0.48955	0.999995	282	0	0.035267	0.51017	0.51015	0.904141	519	0	0.035267	0.904141	enriched	0.035267	0.51017	not_significant
NonTargeting_303	1	0.49017	0.48994	0.999995	283	0	0.036836	0.50983	0.50985	0.904141	518	0	0.036836	0.904141	enriched	0.036836	0.50983	not_significant
NonTargeting_189	1	0.49362	0.49336	0.999995	284	0	0.038933	0.50638	0.5065	0.904141	516	0	0.038933	0.904141	enriched	0.038933	0.50638	not_significant
NonTargeting_203	1	0.495	0.49467	0.999995	285	0	0.040456	0.505	0.50495	0.904141	515	0	0.040456	0.904141	enriched	0.040456	0.505	not_significant
NonTargeting_472	1	0.49776	0.49757	0.999995	286	0	0.047928	0.50224	0.50242	0.904141	514	0	0.047928	0.904141	enriched	0.047928	0.50224	not_significant
NonTargeting_120	1	0.49845	0.49822	0.999995	287	0	0.047967	0.50155	0.50158	0.904141	513	0	0.047967	0.904141	enriched	0.047967	0.50155	not_significant
NonTargeting_370	1	0.50052	0.5004	0.999995	288	0	0.049874	0.49948	0.49944	0.904141	512	0	0.049874	0.904141	enriched	0.049874	0.49948	not_significant
NonTargeting_36	1	0.5019	0.502	0.999995	289	0	0.051916	0.4981	0.49787	0.904141	510	0	0.051916	0.904141	enriched	0.051916	0.4981	not_significant
NonTargeting_33	1	0.50259	0.50275	0.999995	290	0	0.051987	0.49741	0.49731	0.904141	509	0	0.051987	0.904141	enriched	0.051987	0.49741	not_significant
NonTargeting_86	1	0.50293	0.50306	0.999995	291	0	0.052694	0.49707	0.4969	0.904141	508	0	0.052694	0.904141	enriched	0.052694	0.49707	not_significant
NonTargeting_339	1	0.50431	0.50439	0.999995	292	0	0.055511	0.49569	0.49532	0.904141	507	0	0.055511	0.904141	enriched	0.055511	0.49569	not_significant
NonTargeting_402	1	0.50569	0.50575	0.999995	293	0	0.057619	0.49431	0.49392	0.904141	506	0	0.057619	0.904141	enriched	0.057619	0.49431	not_significant
NonTargeting_183	1	0.50741	0.50739	0.999995	294	0	0.060625	0.49259	0.49231	0.904141	505	0	0.060625	0.904141	enriched	0.060625	0.49259	not_significant
NonTargeting_216	1	0.5081	0.50806	0.999995	295	0	0.061342	0.4919	0.49166	0.904141	504	0	0.061342	0.904141	enriched	0.061342	0.4919	not_significant
NonTargeting_311	1	0.50879	0.50886	0.999995	296	0	0.062517	0.49121	0.49105	0.904141	503	0	0.062517	0.904141	enriched	0.062517	0.49121	not_significant
NonTargeting_398	1	0.50983	0.50985	0.999995	297	0	0.062844	0.49017	0.48994	0.904141	502	0	0.062844	0.904141	enriched	0.062844	0.49017	not_significant
NonTargeting_341	1	0.51017	0.51015	0.999995	298	0	0.062261	0.48983	0.48955	0.904141	501	0	0.062261	0.904141	enriched	0.062261	0.48983	not_significant
NonTargeting_5	1	0.51121	0.51107	0.999995	299	0	0.064153	0.48879	0.48874	0.904141	499	0	0.064153	0.904141	enriched	0.064153	0.48879	not_significant
NonTargeting_414	1	0.51259	0.51242	0.999995	300	0	0.064811	0.48741	0.48735	0.904141	498	0	0.064811	0.904141	enriched	0.064811	0.48741	not_significant
NonTargeting_420	1	0.51741	0.51718	0.999995	301	0	0.070434	0.48259	0.48253	0.904141	496	0	0.070434	0.904141	enriched	0.070434	0.48259	not_significant
NonTargeting_375	1	0.51776	0.51755	0.999995	302	0	0.069318	0.48224	0.48219	0.904141	495	0	0.069318	0.904141	enriched	0.069318	0.48224	not_significant
NonTargeting_185	1	0.5181	0.51784	0.999995	303	0	0.071184	0.4819	0.48169	0.904141	494	0	0.071184	0.904141	enriched	0.071184	0.4819	not_significant
NonTargeting_27	1	0.51845	0.51816	0.999995	304	0	0.073067	0.48155	0.48142	0.904141	493	0	0.073067	0.904141	enriched	0.073067	0.48155	not_significant
NonTargeting_186	1	0.52017	0.52003	0.999995	305	0	0.073427	0.47983	0.4798	0.904141	492	0	0.073427	0.904141	enriched	0.073427	0.47983	not_significant
NonTargeting_349	1	0.52534	0.52543	0.999995	306	0	0.080115	0.47466	0.47459	0.904141	490	0	0.080115	0.904141	enriched	0.080115	0.47466	not_significant
NonTargeting_346	1	0.52603	0.52614	0.999995	307	0	0.080589	0.47397	0.47371	0.904141	489	0	0.080589	0.904141	enriched	0.080589	0.47397	not_significant
NonTargeting_165	1	0.52638	0.52645	0.999995	308	0	0.079835	0.47362	0.47327	0.904141	488	0	0.079835	0.904141	enriched	0.079835	0.47362	not_significant
NonTargeting_396	1	0.52879	0.52861	0.999995	309	0	0.082263	0.47121	0.47094	0.904141	487	0	0.082263	0.904141	enriched	0.082263	0.47121	not_significant
NonTargeting_136	1	0.53121	0.53114	0.999995	310	0	0.085329	0.46879	0.46839	0.904141	485	0	0.085329	0.904141	enriched	0.085329	0.46879	not_significant
NonTargeting_352	1	0.53224	0.53213	0.999995	311	0	0.084255	0.46776	0.4674	0.904141	484	0	0.084255	0.904141	enriched	0.084255	0.46776	not_significant
NonTargeting_220	1	0.53259	0.5324	0.999995	312	0	0.086738	0.46741	0.46702	0.904141	483	0	0.086738	0.904141	enriched	0.086738	0.46741	not_significant
NonTargeting_306	1	0.53328	0.533	0.999995	313	0	0.088206	0.46672	0.46627	0.904141	482	0	0.088206	0.904141	enriched	0.088206	0.46672	not_significant
NonTargeting_179	1	0.53431	0.53406	0.999995	314	0	0.089488	0.46569	0.46543	0.904141	480	0	0.089488	0.904141	enriched	0.089488	0.46569	not_significant
NonTargeting_139	1	0.53603	0.53572	0.999995	315	0	0.093378	0.46397	0.46399	0.904141	478	0	0.093378	0.904141	enriched	0.093378	0.46397	not_significant
NonTargeting_148	1	0.53638	0.53614	0.999995	316	0	0.094077	0.46362	0.46363	0.904141	477	0	0.094077	0.904141	enriched	0.094077	0.46362	not_significant
NonTargeting_225	1	0.53672	0.53646	0.999995	317	0	0.094769	0.46328	0.46322	0.904141	476	0	0.094769	0.904141	enriched	0.094769	0.46328	not_significant
NonTargeting_479	1	0.53948	0.53923	0.999995	318	0	0.098618	0.46052	0.4605	0.904141	475	0	0.098618	0.904141	enriched	0.098618	0.46052	not_significant
NonTargeting_443	1	0.53983	0.53965	0.999995	319	0	0.099326	0.46017	0.46016	0.904141	474	0	0.099326	0.904141	enriched	0.099326	0.46017	not_significant
NonTargeting_436	1	0.54086	0.5408	0.999995	320	0	0.10053	0.45914	0.45906	0.904141	473	0	0.10053	0.904141	enriched	0.10053	0.45914	not_significant
NonTargeting_174	1	0.54293	0.54294	0.999995	321	0	0.10693	0.45707	0.45711	0.904141	472	0	0.10693	0.904141	enriched	0.10693	0.45707	not_significant
NonTargeting_433	1	0.54397	0.54387	0.999995	322	0	0.10337	0.45603	0.45614	0.904141	470	0	0.10337	0.904141	enriched	0.10337	0.45603	not_significant
