id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
NonTargeting_459	1	0.38707	0.38761	0.999995	227	0	-0.02086	0.61293	0.61454	0.949555	563	0	-0.02086
NonTargeting_140	1	0.38914	0.38973	0.999995	228	0	-0.021003	0.61086	0.61241	0.949555	560	0	-0.021003
NonTargeting_329	1	0.39224	0.39273	0.999995	229	0	-0.019483	0.60776	0.60938	0.949555	558	0	-0.019483
NonTargeting_316	1	0.39293	0.39332	0.999995	230	0	-0.017991	0.60707	0.60862	0.949555	556	0	-0.017991
NonTargeting_66	1	0.39397	0.39432	0.999995	231	0	-0.019697	0.60603	0.60764	0.949555	554	0	-0.019697
NonTargeting_477	1	0.39431	0.39465	0.999995	232	0	-0.018893	0.60569	0.60731	0.949555	553	0	-0.018893
NonTargeting_70	1	0.39534	0.39577	0.999995	233	0	-0.017012	0.60466	0.60639	0.949555	552	0	-0.017012
NonTargeting_258	1	0.39569	0.39612	0.999995	234	0	-0.017813	0.60431	0.60595	0.949555	551	0	-0.017813
NonTargeting_146	1	0.39638	0.39671	0.999995	235	0	-0.019535	0.60362	0.60527	0.949555	549	0	-0.019535
NonTargeting_27	1	0.39845	0.39894	0.999995	236	0	-0.018017	0.60155	0.60302	0.949555	548	0	-0.018017
NonTargeting_391	1	0.39879	0.39917	0.999995	237	0	-0.018203	0.60121	0.60269	0.949555	547	0	-0.018203
NonTargeting_366	1	0.40155	0.40179	0.999995	238	0	-0.017561	0.59845	0.59978	0.949555	546	0	-0.017561
NonTargeting_178	1	0.40224	0.40253	0.999995	239	0	-0.016768	0.59776	0.59911	0.949555	545	0	-0.016768
NonTargeting_388	1	0.40259	0.40271	0.999995	240	0	-0.017489	0.59741	0.59872	0.949555	544	0	-0.017489
NonTargeting_127	1	0.40672	0.40668	0.999995	241	0	-0.015655	0.59328	0.59424	0.949555	540	0	-0.015655
NonTargeting_302	1	0.40879	0.40887	0.999995	242	0	-0.013975	0.59121	0.59218	0.949555	537	0	-0.013975
NonTargeting_393	1	0.40948	0.40969	0.999995	243	0	-0.016461	0.59052	0.59145	0.949555	536	0	-0.016461
NonTargeting_461	1	0.41017	0.41051	0.999995	244	0	-0.015079	0.58983	0.59088	0.949555	534	0	-0.015079
NonTargeting_466	1	0.41052	0.41091	0.999995	245	0	-0.016053	0.58948	0.59037	0.949555	533	0	-0.016053
NonTargeting_478	1	0.41121	0.41147	0.999995	246	0	-0.014898	0.58879	0.58969	0.949555	531	0	-0.014898
NonTargeting_290	1	0.41362	0.41391	0.999995	247	0	-0.015979	0.58638	0.58741	0.949555	530	0	-0.015979
NonTargeting_26	1	0.41397	0.41421	0.999995	248	0	-0.014427	0.58603	0.58706	0.949555	529	0	-0.014427
NonTargeting_162	1	0.41431	0.41455	0.999995	249	0	-0.015765	0.58569	0.58672	0.949555	528	0	-0.015765
NonTargeting_428	1	0.41466	0.41489	0.999995	250	0	-0.014075	0.58534	0.5864	0.949555	527	0	-0.014075
NonTargeting_272	1	0.415	0.41521	0.999995	251	0	-0.014718	0.585	0.58604	0.949555	525	0	-0.014718
NonTargeting_250	1	0.41569	0.41594	0.999995	252	0	-0.015641	0.58431	0.58523	0.949555	524	0	-0.015641
NonTargeting_452	1	0.41672	0.4168	0.999995	253	0	-0.015582	0.58328	0.58439	0.949555	522	0	-0.015582
NonTargeting_286	1	0.41741	0.41761	0.999995	254	0	-0.013918	0.58259	0.58362	0.949555	521	0	-0.013918
NonTargeting_401	1	0.4181	0.4183	0.999995	255	0	-0.011955	0.5819	0.58286	0.949555	520	0	-0.011955
NonTargeting_499	1	0.41948	0.41988	0.999995	256	0	-0.013464	0.58052	0.58147	0.949555	519	0	-0.013464
NonTargeting_161	1	0.42017	0.42049	0.999995	257	0	-0.01303	0.57983	0.58086	0.949555	518	0	-0.01303
NonTargeting_105	1	0.42293	0.42314	0.999995	258	0	-0.013089	0.57707	0.57761	0.949555	516	0	-0.013089
NonTargeting_352	1	0.425	0.4252	0.999995	259	0	-0.012615	0.575	0.57561	0.949555	515	0	-0.012615
NonTargeting_280	1	0.42603	0.42617	0.999995	260	0	-0.011333	0.57397	0.57465	0.949555	514	0	-0.011333
NonTargeting_82	1	0.42845	0.42845	0.999995	261	0	-0.010233	0.57155	0.57223	0.949555	512	0	-0.010233
NonTargeting_223	1	0.42879	0.42876	0.999995	262	0	-0.01041	0.57121	0.57189	0.949555	511	0	-0.01041
NonTargeting_44	1	0.43155	0.43149	0.999995	263	0	-0.011116	0.56845	0.56939	0.949555	509	0	-0.011116
NonTargeting_336	1	0.43362	0.43365	0.999995	264	0	-0.010656	0.56638	0.56732	0.949555	506	0	-0.010656
NonTargeting_56	1	0.43397	0.43402	0.999995	265	0	-0.010572	0.56603	0.5669	0.949555	505	0	-0.010572
NonTargeting_345	1	0.43431	0.4344	0.999995	266	0	-0.010398	0.56569	0.56659	0.949555	503	0	-0.010398
NonTargeting_230	1	0.43534	0.43553	0.999995	267	0	-0.0099475	0.56466	0.56561	0.949555	501	0	-0.0099475
NonTargeting_380	1	0.43741	0.4377	0.999995	268	0	-0.0089671	0.56259	0.5635	0.949555	500	0	-0.0089671
NonTargeting_381	1	0.43776	0.43808	0.999995	269	0	-0.0096914	0.56224	0.56317	0.949555	499	0	-0.0096914
NonTargeting_90	1	0.43845	0.43863	0.999995	270	0	-0.0091586	0.56155	0.56241	0.949555	498	0	-0.0091586
NonTargeting_94	1	0.44017	0.44025	0.999995	271	0	-0.0090534	0.55983	0.5606	0.949555	496	0	-0.0090534
NonTargeting_248	1	0.44224	0.44229	0.999995	272	0	-0.0079457	0.55776	0.55832	0.949555	494	0	-0.0079457
NonTargeting_488	1	0.44259	0.44275	0.999995	273	0	-0.008149	0.55741	0.55801	0.949555	492	0	-0.008149
NonTargeting_71	1	0.44328	0.44343	0.999995	274	0	-0.0065889	0.55672	0.55723	0.949555	491	0	-0.0065889
NonTargeting_150	1	0.44534	0.44535	0.999995	275	0	-0.0078972	0.55466	0.55514	0.949555	489	0	-0.0078972
NonTargeting_427	1	0.44603	0.446	0.999995	276	0	-0.0068681	0.55397	0.55446	0.949555	488	0	-0.0068681
NonTargeting_471	1	0.44983	0.44983	0.999995	277	0	-0.005929	0.55017	0.55034	0.949555	485	0	-0.005929
NonTargeting_297	1	0.45052	0.45045	0.999995	278	0	-0.0064428	0.54948	0.54963	0.949555	484	0	-0.0064428
NonTargeting_378	1	0.45672	0.45684	0.999995	279	0	-0.0043751	0.54328	0.54324	0.949555	479	0	-0.0043751
NonTargeting_211	1	0.45776	0.45775	0.999995	280	0	-0.0044972	0.54224	0.54221	0.949555	478	0	-0.0044972
NonTargeting_158	1	0.4581	0.45797	0.999995	281	0	-0.0039817	0.5419	0.54187	0.949555	477	0	-0.0039817
NonTargeting_449	1	0.45845	0.45834	0.999995	282	0	-0.0041889	0.54155	0.54149	0.949555	476	0	-0.0041889
NonTargeting_22	1	0.45948	0.45942	0.999995	283	0	-0.0040675	0.54052	0.54049	0.949555	475	0	-0.0040675
NonTargeting_40	1	0.45983	0.4598	0.999995	284	0	-0.0035971	0.54017	0.54012	0.949555	473	0	-0.0035971
NonTargeting_21	1	0.46052	0.4605	0.999995	285	0	-0.0035716	0.53948	0.53924	0.949555	472	0	-0.0035716
NonTargeting_246	1	0.46155	0.46135	0.999995	286	0	-0.0037746	0.53845	0.53822	0.949555	471	0	-0.0037746
NonTargeting_458	1	0.46259	0.46253	0.999995	287	0	-0.0032523	0.53741	0.53711	0.949555	469	0	-0.0032523
NonTargeting_192	1	0.46328	0.46322	0.999995	288	0	-0.0034439	0.53672	0.53646	0.949555	467	0	-0.0034439
NonTargeting_212	1	0.465	0.46493	0.999995	289	0	-0.0032411	0.535	0.53474	0.949555	465	0	-0.0032411
NonTargeting_197	1	0.46638	0.46604	0.999995	290	0	-0.0030911	0.53362	0.53331	0.949555	463	0	-0.0030911
NonTargeting_425	1	0.4681	0.46774	0.999995	291	0	-0.0023491	0.5319	0.53188	0.949555	462	0	-0.0023491
NonTargeting_431	1	0.46845	0.46812	0.999995	292	0	-0.0025411	0.53155	0.53151	0.949555	461	0	-0.0025411
NonTargeting_469	1	0.47155	0.47127	0.999995	293	0	-0.0017071	0.52845	0.5282	0.949555	459	0	-0.0017071
NonTargeting_370	1	0.47259	0.47231	0.999995	294	0	-0.0013789	0.52741	0.52733	0.949555	458	0	-0.0013789
NonTargeting_3	1	0.47397	0.47371	0.999995	295	0	-0.001205	0.52603	0.52614	0.949555	455	0	-0.001205
NonTargeting_148	1	0.47569	0.47555	0.999995	296	0	-0.00061558	0.52431	0.52441	0.949555	453	0	-0.00061558
NonTargeting_484	1	0.47672	0.47678	0.999995	297	0	-0.00067405	0.52328	0.52335	0.949555	452	0	-0.00067405
NonTargeting_422	1	0.47776	0.47775	0.999995	298	0	-0.00045001	0.52224	0.5222	0.949555	451	0	-0.00045001
NonTargeting_99	1	0.47948	0.4794	0.999995	299	0	4.104e-05	0.52052	0.52035	0.949555	449	0	4.104e-05
NonTargeting_490	1	0.48052	0.48044	0.999995	300	0	0.00015732	0.51948	0.51927	0.949555	448	0	0.00015732
NonTargeting_361	1	0.48086	0.48069	0.999995	301	0	0.00042228	0.51914	0.51888	0.949555	447	0	0.00042228
NonTargeting_198	1	0.48293	0.48287	0.999995	302	0	0.00091505	0.51707	0.51682	0.949555	446	0	0.00091505
NonTargeting_17	1	0.48431	0.48422	0.999995	303	0	0.001474	0.51569	0.51544	0.949555	444	0	0.001474
NonTargeting_406	1	0.48466	0.48459	0.999995	304	0	0.0015955	0.51534	0.51506	0.949555	443	0	0.0015955
NonTargeting_408	1	0.48707	0.48692	0.999995	305	0	0.0019477	0.51293	0.51279	0.949555	442	0	0.0019477
NonTargeting_493	1	0.48845	0.48835	0.999995	306	0	0.002336	0.51155	0.51149	0.949555	440	0	0.002336
NonTargeting_437	1	0.49224	0.49193	0.999995	307	0	0.0028185	0.50776	0.50773	0.949555	437	0	0.0028185
NonTargeting_32	1	0.49293	0.49265	0.999995	308	0	0.0032152	0.50707	0.50712	0.949555	436	0	0.0032152
NonTargeting_95	1	0.49328	0.49294	0.999995	309	0	0.0031661	0.50672	0.50687	0.949555	435	0	0.0031661
NonTargeting_38	1	0.49672	0.49651	0.999995	310	0	0.0043361	0.50328	0.50332	0.949555	433	0	0.0043361
NonTargeting_305	1	0.49741	0.49729	0.999995	311	0	0.0041238	0.50259	0.50274	0.949555	432	0	0.0041238
NonTargeting_52	1	0.49776	0.49755	0.999995	312	0	0.0043818	0.50224	0.50241	0.949555	431	0	0.0043818
NonTargeting_75	1	0.50328	0.50332	0.999995	313	0	0.0056181	0.49672	0.49651	0.949555	427	0	0.0056181
NonTargeting_159	1	0.505	0.50494	0.999995	314	0	0.0056008	0.495	0.49464	0.949555	425	0	0.0056008
NonTargeting_226	1	0.50638	0.5065	0.999995	315	0	0.0056998	0.49362	0.49334	0.949555	424	0	0.0056998
NonTargeting_68	1	0.50741	0.50738	0.999995	316	0	0.0062131	0.49259	0.49228	0.949555	423	0	0.0062131
NonTargeting_363	1	0.51293	0.51279	0.999995	317	0	0.0080845	0.48707	0.48692	0.949555	420	0	0.0080845
NonTargeting_79	1	0.51569	0.51544	0.999995	318	0	0.0081377	0.48431	0.48422	0.949555	419	0	0.0081377
NonTargeting_183	1	0.52121	0.5211	0.999995	319	0	0.0090739	0.47879	0.47874	0.949555	415	0	0.0090739
NonTargeting_417	1	0.52155	0.52152	0.999995	320	0	0.0095654	0.47845	0.47849	0.949555	414	0	0.0095654
NonTargeting_327	1	0.52259	0.52258	0.999995	321	0	0.0091942	0.47741	0.47745	0.949555	413	0	0.0091942
NonTargeting_343	1	0.52293	0.52295	0.999995	322	0	0.0095524	0.47707	0.47707	0.949555	412	0	0.0095524
NonTargeting_87	1	0.52328	0.52335	0.999995	323	0	0.0098701	0.47672	0.47678	0.949555	411	0	0.0098701
NonTargeting_441	1	0.52569	0.52578	0.999995	324	0	0.011507	0.47431	0.47402	0.949555	410	0	0.011507
NonTargeting_173	1	0.52672	0.52676	0.999995	325	0	0.010676	0.47328	0.47305	0.949555	409	0	0.010676
NonTargeting_81	1	0.52707	0.52704	0.999995	326	0	0.0097097	0.47293	0.47265	0.949555	408	0	0.0097097
NonTargeting_171	1	0.52879	0.52861	0.999995	327	0	0.0121	0.47121	0.47095	0.949555	406	0	0.0121
NonTargeting_463	1	0.52914	0.52895	0.999995	328	0	0.010737	0.47086	0.47056	0.949555	405	0	0.010737
NonTargeting_41	1	0.53121	0.53114	0.999995	329	0	0.010629	0.46879	0.4684	0.949555	404	0	0.010629
NonTargeting_416	1	0.53259	0.53241	0.999995	330	0	0.011574	0.46741	0.46702	0.949555	403	0	0.011574
NonTargeting_475	1	0.53362	0.53331	0.999995	331	0	0.012696	0.46638	0.46604	0.949555	402	0	0.012696
NonTargeting_396	1	0.53397	0.53369	0.999995	332	0	0.011495	0.46603	0.46571	0.949555	401	0	0.011495
NonTargeting_377	1	0.53672	0.53646	0.999995	333	0	0.012897	0.46328	0.46322	0.949555	399	0	0.012897
NonTargeting_274	1	0.53707	0.53683	0.999995	334	0	0.013631	0.46293	0.4629	0.949555	398	0	0.013631
NonTargeting_423	1	0.53741	0.53711	0.999995	335	0	0.013955	0.46259	0.46253	0.949555	397	0	0.013955
NonTargeting_107	1	0.53879	0.53848	0.999995	336	0	0.012089	0.46121	0.46093	0.949555	395	0	0.012089
NonTargeting_207	1	0.53914	0.53882	0.999995	337	0	0.014629	0.46086	0.4607	0.949555	394	0	0.014629
NonTargeting_247	1	0.54086	0.54081	0.999995	338	0	0.014379	0.45914	0.45906	0.949555	392	0	0.014379
NonTargeting_339	1	0.54121	0.54113	0.999995	339	0	0.012617	0.45879	0.45878	0.949555	391	0	0.012617
NonTargeting_279	1	0.54207	0.54201	0.999995	340	0	0.013695	0.45793	0.45787	0.949555	389	0	0.013695
NonTargeting_301	1	0.54259	0.54251	0.999995	341	0	0.012641	0.45741	0.45751	0.949555	388	0	0.012641
NonTargeting_235	1	0.54431	0.54421	0.999995	342	0	0.013178	0.45569	0.45581	0.949555	387	0	0.013178
NonTargeting_15	1	0.54948	0.54963	0.999995	343	0	0.015309	0.45052	0.45045	0.949555	384	0	0.015309
NonTargeting_353	1	0.55086	0.551	0.999995	344	0	0.015857	0.44914	0.44918	0.949555	383	0	0.015857
NonTargeting_67	1	0.55259	0.55297	0.999995	345	0	0.016113	0.44741	0.44744	0.949555	382	0	0.016113
NonTargeting_292	1	0.55397	0.55446	0.999995	346	0	0.016134	0.44603	0.446	0.949555	381	0	0.016134
NonTargeting_13	1	0.55776	0.55832	0.999995	347	0	0.017508	0.44224	0.44229	0.949555	379	0	0.017508
NonTargeting_208	1	0.55845	0.55912	0.999995	348	0	0.016098	0.44155	0.44155	0.949555	378	0	0.016098
NonTargeting_42	1	0.55879	0.55946	0.999995	349	0	0.018188	0.44121	0.44118	0.949555	377	0	0.018188
NonTargeting_228	1	0.56052	0.56123	0.999995	350	0	0.017853	0.43948	0.43959	0.949555	375	0	0.017853
NonTargeting_123	1	0.56086	0.56159	0.999995	351	0	0.017658	0.43914	0.43924	0.949555	374	0	0.017658
NonTargeting_172	1	0.56121	0.56202	0.999995	352	0	0.017875	0.43879	0.43894	0.949555	373	0	0.017875
NonTargeting_298	1	0.5619	0.56279	0.999995	353	0	0.017056	0.4381	0.43838	0.949555	372	0	0.017056
NonTargeting_220	1	0.56224	0.56317	0.999995	354	0	0.017001	0.43776	0.43808	0.949555	371	0	0.017001
NonTargeting_154	1	0.56431	0.56538	0.999995	355	0	0.018883	0.43569	0.43595	0.949555	369	0	0.018883
NonTargeting_346	1	0.565	0.56594	0.999995	356	0	0.018172	0.435	0.43517	0.949555	368	0	0.018172
NonTargeting_386	1	0.56741	0.5683	0.999995	357	0	0.020472	0.43259	0.43261	0.949555	366	0	0.020472
NonTargeting_2	1	0.56948	0.57026	0.999995	358	0	0.020171	0.43052	0.43053	0.949555	364	0	0.020171
NonTargeting_157	1	0.57017	0.57093	0.999995	359	0	0.019818	0.42983	0.42979	0.949555	362	0	0.019818
NonTargeting_421	1	0.57121	0.57189	0.999995	360	0	0.019179	0.42879	0.42876	0.949555	360	0	0.019179
NonTargeting_337	1	0.57603	0.57655	0.999995	361	0	0.020613	0.42397	0.42415	0.949555	358	0	0.020613
NonTargeting_193	1	0.57948	0.58046	0.999995	362	0	0.021382	0.42052	0.42086	0.949555	355	0	0.021382
NonTargeting_50	1	0.58017	0.58115	0.999995	363	0	0.022631	0.41983	0.42024	0.949555	354	0	0.022631
NonTargeting_332	1	0.58155	0.58246	0.999995	364	0	0.02142	0.41845	0.41867	0.949555	353	0	0.02142
NonTargeting_219	1	0.5819	0.58286	0.999995	365	0	0.020522	0.4181	0.4183	0.949555	351	0	0.020522
NonTargeting_420	1	0.58259	0.58362	0.999995	366	0	0.023181	0.41741	0.41761	0.949555	350	0	0.023181
NonTargeting_450	1	0.58672	0.58778	0.999995	367	0	0.024549	0.41328	0.41354	0.949555	347	0	0.024549
NonTargeting_492	1	0.58776	0.58876	0.999995	368	0	0.022815	0.41224	0.41231	0.949555	346	0	0.022815
NonTargeting_264	1	0.58879	0.58969	0.999995	369	0	0.023613	0.41121	0.41147	0.949555	345	0	0.023613
NonTargeting_84	1	0.59397	0.59483	0.999995	370	0	0.026158	0.40603	0.40591	0.949555	341	0	0.026158
NonTargeting_385	1	0.59603	0.59715	0.999995	371	0	0.026687	0.40397	0.40391	0.949555	340	0	0.026687
NonTargeting_73	1	0.59914	0.60056	0.999995	372	0	0.028642	0.40086	0.4011	0.949555	339	0	0.028642
NonTargeting_435	1	0.60086	0.60239	0.999995	373	0	0.027171	0.39914	0.3995	0.949555	337	0	0.027171
NonTargeting_5	1	0.6081	0.60977	0.999995	374	0	0.025654	0.3919	0.39239	0.949555	335	0	0.025654
NonTargeting_168	1	0.60914	0.61076	0.999995	375	0	0.026544	0.39086	0.39131	0.949555	333	0	0.026544
NonTargeting_200	1	0.6119	0.61336	0.999995	376	0	0.031934	0.3881	0.38872	0.949555	330	0	0.031934
NonTargeting_486	1	0.615	0.61655	0.999995	377	0	0.029632	0.385	0.38553	0.949555	328	0	0.029632
NonTargeting_122	1	0.61569	0.61732	0.999995	378	0	0.028493	0.38431	0.38479	0.949555	327	0	0.028493
NonTargeting_215	1	0.61741	0.61911	0.999995	379	0	0.028315	0.38259	0.38309	0.949555	325	0	0.028315
NonTargeting_433	1	0.61983	0.62145	0.999995	380	0	0.030326	0.38017	0.38062	0.949555	323	0	0.030326
NonTargeting_25	1	0.62328	0.6251	0.999995	381	0	0.029703	0.37672	0.37718	0.949555	321	0	0.029703
NonTargeting_196	1	0.62362	0.62553	0.999995	382	0	0.031936	0.37638	0.3768	0.949555	319	0	0.031936
NonTargeting_454	1	0.62431	0.62625	0.999995	383	0	0.028756	0.37569	0.37605	0.949555	318	0	0.028756
NonTargeting_187	1	0.62638	0.62837	0.999995	384	0	0.031553	0.37362	0.37387	0.949555	317	0	0.031553
NonTargeting_240	1	0.62707	0.62911	0.999995	385	0	0.028539	0.37293	0.37312	0.949555	316	0	0.028539
NonTargeting_487	1	0.62776	0.62993	0.999995	386	0	0.029011	0.37224	0.37248	0.949555	315	0	0.029011
NonTargeting_476	1	0.63052	0.63301	0.999995	387	0	0.033914	0.36948	0.36979	0.949555	313	0	0.033914
NonTargeting_460	1	0.63328	0.63576	0.999995	388	0	0.033614	0.36672	0.36697	0.949555	311	0	0.033614
NonTargeting_191	1	0.63362	0.63604	0.999995	389	0	0.033602	0.36638	0.3667	0.949555	310	0	0.033602
NonTargeting_88	1	0.63397	0.63633	0.999995	390	0	0.032918	0.36603	0.36623	0.949555	309	0	0.032918
NonTargeting_285	1	0.63603	0.63843	0.999995	391	0	0.032221	0.36397	0.36418	0.949555	308	0	0.032221
NonTargeting_442	1	0.63776	0.64018	0.999995	392	0	0.03098	0.36224	0.36236	0.949555	307	0	0.03098
NonTargeting_359	1	0.63948	0.64206	0.999995	393	0	0.033045	0.36052	0.36074	0.949555	306	0	0.033045
NonTargeting_64	1	0.64052	0.64291	0.999995	394	0	0.032654	0.35948	0.35975	0.949555	305	0	0.032654
NonTargeting_6	1	0.64293	0.64531	0.999995	395	0	0.037572	0.35707	0.35741	0.949555	304	0	0.037572
NonTargeting_7	1	0.64362	0.64615	0.999995	396	0	0.033607	0.35638	0.35679	0.949555	303	0	0.033607
NonTargeting_177	1	0.64603	0.64873	0.999995	397	0	0.034062	0.35397	0.35464	0.949555	302	0	0.034062
NonTargeting_411	1	0.64776	0.65061	0.999995	398	0	0.037401	0.35224	0.35297	0.949555	301	0	0.037401
NonTargeting_356	1	0.6481	0.65089	0.999995	399	0	0.036419	0.3519	0.35265	0.949555	300	0	0.036419
NonTargeting_133	1	0.64845	0.65138	0.999995	400	0	0.038318	0.35155	0.35227	0.949555	299	0	0.038318
NonTargeting_244	1	0.64914	0.65206	0.999995	401	0	0.03916	0.35086	0.35152	0.949555	298	0	0.03916
NonTargeting_116	1	0.65017	0.65299	0.999995	402	0	0.036855	0.34983	0.35033	0.949555	297	0	0.036855
NonTargeting_221	1	0.65052	0.65327	0.999995	403	0	0.035287	0.34948	0.34993	0.949555	296	0	0.035287
NonTargeting_166	1	0.65293	0.65563	0.999995	404	0	0.039055	0.34707	0.3476	0.949555	295	0	0.039055
NonTargeting_479	1	0.65672	0.65948	0.999995	405	0	0.038947	0.34328	0.34411	0.949555	292	0	0.038947
NonTargeting_54	1	0.65948	0.66179	0.999995	406	0	0.037172	0.34052	0.34094	0.949555	289	0	0.037172
NonTargeting_155	1	0.66017	0.66252	0.999995	407	0	0.037532	0.33983	0.34009	0.949555	288	0	0.037532
NonTargeting_418	1	0.66362	0.66586	0.999995	408	0	0.038288	0.33638	0.33672	0.949555	287	0	0.038288
NonTargeting_468	1	0.66466	0.66678	0.999995	409	0	0.037952	0.33534	0.33557	0.949555	285	0	0.037952
NonTargeting_342	1	0.66534	0.66753	0.999995	410	0	0.039275	0.33466	0.33486	0.949555	283	0	0.039275
NonTargeting_402	1	0.66638	0.66851	0.999995	411	0	0.038828	0.33362	0.33379	0.949555	282	0	0.038828
NonTargeting_181	1	0.66707	0.66925	0.999995	412	0	0.03828	0.33293	0.33308	0.949555	281	0	0.03828
NonTargeting_242	1	0.66776	0.66994	0.999995	413	0	0.042108	0.33224	0.33236	0.949555	280	0	0.042108
NonTargeting_203	1	0.67017	0.67228	0.999995	414	0	0.043735	0.32983	0.33	0.949555	278	0	0.043735
NonTargeting_216	1	0.67052	0.67263	0.999995	415	0	0.042278	0.32948	0.32955	0.949555	277	0	0.042278
NonTargeting_331	1	0.67086	0.67294	0.999995	416	0	0.036718	0.32914	0.32919	0.949555	276	0	0.036718
NonTargeting_29	1	0.67224	0.67428	0.999995	417	0	0.042007	0.32776	0.32788	0.949555	274	0	0.042007
NonTargeting_165	1	0.67397	0.67584	0.999995	418	0	0.042233	0.32603	0.32617	0.949555	272	0	0.042233
NonTargeting_132	1	0.67534	0.67719	0.999995	419	0	0.040715	0.32466	0.32485	0.949555	271	0	0.040715
NonTargeting_275	1	0.67845	0.67997	0.999995	420	0	0.047286	0.32155	0.32181	0.949555	268	0	0.047286
NonTargeting_153	1	0.67879	0.68023	0.999995	421	0	0.042153	0.32121	0.32151	0.949555	266	0	0.042153
NonTargeting_46	1	0.67983	0.68131	0.999995	422	0	0.041678	0.32017	0.32046	0.949555	265	0	0.041678
NonTargeting_288	1	0.68086	0.68237	0.999995	423	0	0.040413	0.31914	0.31942	0.949555	264	0	0.040413
NonTargeting_45	1	0.6819	0.68329	0.999995	424	0	0.042341	0.3181	0.31826	0.949555	263	0	0.042341
NonTargeting_426	1	0.68224	0.68366	0.999995	425	0	0.039866	0.31776	0.31795	0.949555	262	0	0.039866
NonTargeting_34	1	0.69086	0.69212	0.999995	426	0	0.044288	0.30914	0.30928	0.949555	259	0	0.044288
NonTargeting_238	1	0.69121	0.69241	0.999995	427	0	0.047055	0.30879	0.3089	0.949555	258	0	0.047055
NonTargeting_9	1	0.6919	0.69311	0.999995	428	0	0.047865	0.3081	0.30833	0.949555	257	0	0.047865
NonTargeting_218	1	0.69707	0.6979	0.999995	429	0	0.045202	0.30293	0.30333	0.949555	253	0	0.045202
NonTargeting_432	1	0.69914	0.70008	0.999995	430	0	0.04252	0.30086	0.30134	0.949555	251	0	0.04252
NonTargeting_225	1	0.70052	0.70147	0.999995	431	0	0.049201	0.29948	0.30001	0.949555	249	0	0.049201
NonTargeting_243	1	0.70086	0.70173	0.999995	432	0	0.048848	0.29914	0.2998	0.949555	248	0	0.048848
NonTargeting_382	1	0.70121	0.70203	0.999995	433	0	0.05074	0.29879	0.29942	0.949555	247	0	0.05074
NonTargeting_326	1	0.70155	0.70243	0.999995	434	0	0.043912	0.29845	0.29919	0.949555	245	0	0.043912
NonTargeting_304	1	0.7019	0.7028	0.999995	435	0	0.046174	0.2981	0.29884	0.949555	244	0	0.046174
NonTargeting_51	1	0.70224	0.70311	0.999995	436	0	0.049762	0.29776	0.29852	0.949555	243	0	0.049762
NonTargeting_234	1	0.70328	0.70413	0.999995	437	0	0.042619	0.29672	0.29749	0.949555	241	0	0.042619
NonTargeting_296	1	0.70983	0.71055	0.999995	438	0	0.045671	0.29017	0.29052	0.949555	239	0	0.045671
NonTargeting_114	1	0.72086	0.72181	0.999995	439	0	0.051074	0.27914	0.27957	0.949555	234	0	0.051074
NonTargeting_10	1	0.7219	0.72303	0.999995	440	0	0.049066	0.2781	0.2786	0.949555	232	0	0.049066
NonTargeting_444	1	0.72259	0.7239	0.999995	441	0	0.050861	0.27741	0.27807	0.949555	231	0	0.050861
NonTargeting_163	1	0.72466	0.72607	0.999995	442	0	0.051877	0.27534	0.27606	0.949555	229	0	0.051877
NonTargeting_63	1	0.72638	0.7279	0.999995	443	0	0.056609	0.27362	0.27421	0.949555	226	0	0.056609
NonTargeting_145	1	0.72672	0.72818	0.999995	444	0	0.051877	0.27328	0.27386	0.949555	225	0	0.051877
NonTargeting_62	1	0.72845	0.72997	0.999995	445	0	0.0512	0.27155	0.27208	0.949555	224	0	0.0512
NonTargeting_446	1	0.72914	0.7306	0.999995	446	0	0.055505	0.27086	0.27144	0.949555	223	0	0.055505
NonTargeting_130	1	0.72948	0.73091	0.999995	447	0	0.051651	0.27052	0.27105	0.949555	222	0	0.051651
NonTargeting_284	1	0.73534	0.7366	0.999995	448	0	0.054231	0.26466	0.2652	0.949555	221	0	0.054231
NonTargeting_392	1	0.73603	0.73735	0.999995	449	0	0.056408	0.26397	0.2644	0.949555	219	0	0.056408
NonTargeting_270	1	0.73638	0.73764	0.999995	450	0	0.057629	0.26362	0.26404	0.949555	218	0	0.057629
NonTargeting_319	1	0.73776	0.73913	0.999995	451	0	0.055058	0.26224	0.26239	0.949555	216	0	0.055058
NonTargeting_443	1	0.73845	0.73991	0.999995	452	0	0.058962	0.26155	0.26168	0.949555	215	0	0.058962
NonTargeting_448	1	0.73879	0.7403	0.999995	453	0	0.057414	0.26121	0.26133	0.949555	214	0	0.057414
NonTargeting_344	1	0.74086	0.74236	0.999995	454	0	0.064545	0.25914	0.25928	0.949555	212	0	0.064545
NonTargeting_320	1	0.74224	0.7439	0.999995	455	0	0.050565	0.25776	0.2579	0.949555	211	0	0.050565
NonTargeting_438	1	0.74603	0.74743	0.999995	456	0	0.050334	0.25397	0.25387	0.949555	208	0	0.050334
NonTargeting_241	1	0.75052	0.75186	0.999995	457	0	0.05929	0.24948	0.24935	0.949555	205	0	0.05929
