Gene	Num_sgRNAs	RRA_Score_Neg	PValue_Neg	FDR_Neg	Rank_Neg	neg|goodsgrna	LFC_Neg	RRA_Score_Pos	PValue_Pos	FDR_Pos	Rank_Pos	pos|goodsgrna	LFC_Pos	FDR	Direction	logFC	RRA_Score	Significance
NonTargeting_171	1	0.30293	0.30334	0.999995	160	0	-0.30922	0.69707	0.69792	0.916976	691	0	-0.30922	0.916976	enriched	-0.30922	0.69707	not_significant
NonTargeting_249	1	0.30328	0.30364	0.999995	161	0	-0.31292	0.69672	0.69761	0.916976	690	0	-0.31292	0.916976	enriched	-0.31292	0.69672	not_significant
NonTargeting_276	1	0.30362	0.30397	0.999995	162	0	-0.30857	0.69638	0.69725	0.916976	689	0	-0.30857	0.916976	enriched	-0.30857	0.69638	not_significant
NonTargeting_433	1	0.30466	0.305	0.999995	163	0	-0.29832	0.69534	0.6963	0.916976	688	0	-0.29832	0.916976	enriched	-0.29832	0.69534	not_significant
NonTargeting_347	1	0.30534	0.30569	0.999995	164	0	-0.30302	0.69466	0.69547	0.916976	687	0	-0.30302	0.916976	enriched	-0.30302	0.69466	not_significant
NonTargeting_395	1	0.30914	0.30928	0.999995	165	0	-0.28729	0.69086	0.69215	0.916976	685	0	-0.28729	0.916976	enriched	-0.28729	0.69086	not_significant
NonTargeting_333	1	0.31086	0.31104	0.999995	166	0	-0.28882	0.68914	0.6903	0.916976	684	0	-0.28882	0.916976	enriched	-0.28882	0.68914	not_significant
NonTargeting_318	1	0.3119	0.31218	0.999995	167	0	-0.28336	0.6881	0.6892	0.916976	683	0	-0.28336	0.916976	enriched	-0.28336	0.6881	not_significant
NonTargeting_199	1	0.31466	0.31489	0.999995	168	0	-0.28182	0.68534	0.68678	0.916976	682	0	-0.28182	0.916976	enriched	-0.28182	0.68534	not_significant
NonTargeting_348	1	0.31534	0.31545	0.999995	169	0	-0.29177	0.68466	0.68612	0.916976	681	0	-0.29177	0.916976	enriched	-0.29177	0.68466	not_significant
NonTargeting_92	1	0.31603	0.31622	0.999995	170	0	-0.28098	0.68397	0.68546	0.916976	680	0	-0.28098	0.916976	enriched	-0.28098	0.68397	not_significant
NonTargeting_337	1	0.31845	0.31862	0.999995	171	0	-0.27137	0.68155	0.68296	0.916976	679	0	-0.27137	0.916976	enriched	-0.27137	0.68155	not_significant
NonTargeting_403	1	0.31983	0.32016	0.999995	172	0	-0.26519	0.68017	0.68173	0.916976	677	0	-0.26519	0.916976	enriched	-0.26519	0.68017	not_significant
NonTargeting_56	1	0.32259	0.3227	0.999995	173	0	-0.26879	0.67741	0.67904	0.914876	675	0	-0.26879	0.914876	enriched	-0.26879	0.67741	not_significant
NonTargeting_191	1	0.32293	0.32301	0.999995	174	0	-0.26601	0.67707	0.67865	0.914876	674	0	-0.26601	0.914876	enriched	-0.26601	0.67707	not_significant
NonTargeting_125	1	0.32741	0.32753	0.999995	175	0	-0.25401	0.67259	0.67461	0.912454	673	0	-0.25401	0.912454	enriched	-0.25401	0.67259	not_significant
NonTargeting_3	1	0.32845	0.3285	0.999995	176	0	-0.25534	0.67155	0.67364	0.912454	672	0	-0.25534	0.912454	enriched	-0.25534	0.67155	not_significant
NonTargeting_6	1	0.32983	0.32999	0.999995	177	0	-0.24778	0.67017	0.6723	0.912454	671	0	-0.24778	0.912454	enriched	-0.24778	0.67017	not_significant
NonTargeting_481	1	0.33466	0.33485	0.999995	178	0	-0.23898	0.66534	0.66755	0.907541	669	0	-0.23898	0.907541	enriched	-0.23898	0.66534	not_significant
NonTargeting_259	1	0.33534	0.33556	0.999995	179	0	-0.23891	0.66466	0.6668	0.907541	668	0	-0.23891	0.907541	enriched	-0.23891	0.66466	not_significant
NonTargeting_284	1	0.33638	0.33671	0.999995	180	0	-0.24219	0.66362	0.66587	0.907541	667	0	-0.24219	0.907541	enriched	-0.24219	0.66362	not_significant
NonTargeting_419	1	0.33707	0.33746	0.999995	181	0	-0.23932	0.66293	0.66525	0.907541	666	0	-0.23932	0.907541	enriched	-0.23932	0.66293	not_significant
NonTargeting_112	1	0.33983	0.34007	0.999995	182	0	-0.23796	0.66017	0.66253	0.907019	665	0	-0.23796	0.907019	enriched	-0.23796	0.66017	not_significant
NonTargeting_437	1	0.34293	0.34373	0.999995	183	0	-0.23228	0.65707	0.65978	0.905184	664	0	-0.23228	0.905184	enriched	-0.23228	0.65707	not_significant
NonTargeting_443	1	0.34638	0.34703	0.999995	184	0	-0.22353	0.65362	0.65631	0.902608	662	0	-0.22353	0.902608	enriched	-0.22353	0.65362	not_significant
NonTargeting_94	1	0.3481	0.34861	0.999995	185	0	-0.21452	0.6519	0.65455	0.902608	661	0	-0.21452	0.902608	enriched	-0.21452	0.6519	not_significant
NonTargeting_436	1	0.34845	0.3489	0.999995	186	0	-0.21626	0.65155	0.65428	0.902608	660	0	-0.21626	0.902608	enriched	-0.21626	0.65155	not_significant
NonTargeting_179	1	0.34948	0.34992	0.999995	187	0	-0.20992	0.65052	0.65327	0.902608	659	0	-0.20992	0.902608	enriched	-0.20992	0.65052	not_significant
NonTargeting_178	1	0.35017	0.35074	0.999995	188	0	-0.21506	0.64983	0.65272	0.902608	658	0	-0.21506	0.902608	enriched	-0.21506	0.64983	not_significant
NonTargeting_346	1	0.35155	0.35227	0.999995	189	0	-0.20984	0.64845	0.65138	0.902608	657	0	-0.20984	0.902608	enriched	-0.20984	0.64845	not_significant
NonTargeting_37	1	0.35328	0.35394	0.999995	190	0	-0.20413	0.64672	0.64948	0.902608	656	0	-0.20413	0.902608	enriched	-0.20413	0.64672	not_significant
NonTargeting_370	1	0.355	0.35554	0.999995	191	0	-0.20443	0.645	0.64779	0.902608	655	0	-0.20443	0.902608	enriched	-0.20443	0.645	not_significant
NonTargeting_382	1	0.35776	0.35802	0.999995	192	0	-0.1945	0.64224	0.64454	0.902608	654	0	-0.1945	0.902608	enriched	-0.1945	0.64224	not_significant
NonTargeting_141	1	0.35879	0.35907	0.999995	193	0	-0.19752	0.64121	0.64362	0.902608	653	0	-0.19752	0.902608	enriched	-0.19752	0.64121	not_significant
OR5A2	6	0.36201	0.50758	0.999995	194	2	-0.071685	0.82711	0.82679	0.972637	765	1	-0.071685	0.972637	enriched	-0.071685	0.82711	not_significant
SLC6A20	6	0.3637	0.5091	0.999995	195	2	-0.1587	0.28156	0.44496	0.882724	329	2	-0.1587	0.882724	enriched	-0.1587	0.28156	not_significant
NonTargeting_432	1	0.36431	0.36451	0.999995	196	0	-0.18855	0.63569	0.63812	0.901578	652	0	-0.18855	0.901578	enriched	-0.18855	0.63569	not_significant
NonTargeting_119	1	0.37086	0.37113	0.999995	197	0	-0.18358	0.62914	0.63143	0.894941	650	0	-0.18358	0.894941	enriched	-0.18358	0.62914	not_significant
NonTargeting_260	1	0.37121	0.37137	0.999995	198	0	-0.17754	0.62879	0.63099	0.894941	649	0	-0.17754	0.894941	enriched	-0.17754	0.62879	not_significant
NonTargeting_343	1	0.37293	0.37313	0.999995	199	0	-0.17784	0.62707	0.62912	0.894941	648	0	-0.17784	0.894941	enriched	-0.17784	0.62707	not_significant
NonTargeting_483	1	0.37431	0.37474	0.999995	200	0	-0.17846	0.62569	0.62773	0.894941	647	0	-0.17846	0.894941	enriched	-0.17846	0.62569	not_significant
NonTargeting_291	1	0.37466	0.37501	0.999995	201	0	-0.17757	0.62534	0.62728	0.894941	646	0	-0.17757	0.894941	enriched	-0.17757	0.62534	not_significant
NonTargeting_446	1	0.37534	0.37569	0.999995	202	0	-0.1746	0.62466	0.62654	0.894941	645	0	-0.1746	0.894941	enriched	-0.1746	0.62466	not_significant
NonTargeting_45	1	0.37603	0.37647	0.999995	203	0	-0.17238	0.62397	0.62592	0.894941	644	0	-0.17238	0.894941	enriched	-0.17238	0.62397	not_significant
SLC6A3	6	0.37639	0.52072	0.999995	204	2	0.16581	0.52624	0.66313	0.907019	569	1	0.16581	0.907019	enriched	0.16581	0.52624	not_significant
NonTargeting_440	1	0.37741	0.37789	0.999995	205	0	-0.16365	0.62259	0.62439	0.894941	643	0	-0.16365	0.894941	enriched	-0.16365	0.62259	not_significant
NonTargeting_244	1	0.37879	0.37939	0.999995	206	0	-0.1647	0.62121	0.62303	0.894941	642	0	-0.1647	0.894941	enriched	-0.1647	0.62121	not_significant
NonTargeting_225	1	0.37983	0.38033	0.999995	207	0	-0.16411	0.62017	0.62184	0.894941	641	0	-0.16411	0.894941	enriched	-0.16411	0.62017	not_significant
NonTargeting_396	1	0.38052	0.38099	0.999995	208	0	-0.1625	0.61948	0.62111	0.894941	640	0	-0.1625	0.894941	enriched	-0.1625	0.61948	not_significant
NonTargeting_325	1	0.38086	0.38138	0.999995	209	0	-0.16299	0.61914	0.62076	0.894941	639	0	-0.16299	0.894941	enriched	-0.16299	0.61914	not_significant
NonTargeting_17	1	0.3819	0.38242	0.999995	210	0	-0.16006	0.6181	0.61982	0.894941	638	0	-0.16006	0.894941	enriched	-0.16006	0.6181	not_significant
NonTargeting_406	1	0.38431	0.38481	0.999995	211	0	-0.15292	0.61569	0.61732	0.894941	637	0	-0.15292	0.894941	enriched	-0.15292	0.61569	not_significant
NonTargeting_364	1	0.38534	0.38588	0.999995	212	0	-0.15428	0.61466	0.61629	0.894941	636	0	-0.15428	0.894941	enriched	-0.15428	0.61466	not_significant
NonTargeting_470	1	0.38569	0.38633	0.999995	213	0	-0.15334	0.61431	0.61596	0.894941	635	0	-0.15334	0.894941	enriched	-0.15334	0.61431	not_significant
NonTargeting_157	1	0.38914	0.38977	0.999995	214	0	-0.14926	0.61086	0.61239	0.894941	633	0	-0.14926	0.894941	enriched	-0.14926	0.61086	not_significant
NonTargeting_389	1	0.39155	0.39204	0.999995	215	0	-0.14653	0.60845	0.61001	0.894158	632	0	-0.14653	0.894158	enriched	-0.14653	0.60845	not_significant
NonTargeting_338	1	0.39259	0.39306	0.999995	216	0	-0.14621	0.60741	0.60888	0.893957	631	0	-0.14621	0.893957	enriched	-0.14621	0.60741	not_significant
NonTargeting_354	1	0.395	0.39546	0.999995	217	0	-0.13668	0.605	0.60669	0.892193	630	0	-0.13668	0.892193	enriched	-0.13668	0.605	not_significant
NonTargeting_218	1	0.39707	0.39754	0.999995	218	0	-0.13161	0.60293	0.60449	0.890409	629	0	-0.13161	0.890409	enriched	-0.13161	0.60293	not_significant
NonTargeting_209	1	0.40017	0.40045	0.999995	219	0	-0.12999	0.59983	0.60127	0.888988	627	0	-0.12999	0.888988	enriched	-0.12999	0.59983	not_significant
NonTargeting_124	1	0.40155	0.40181	0.999995	220	0	-0.12754	0.59845	0.59977	0.888988	626	0	-0.12754	0.888988	enriched	-0.12754	0.59845	not_significant
SLC22A13	6	0.40169	0.54419	0.999995	221	2	0.23355	0.20083	0.36983	0.882724	263	3	0.23355	0.882724	enriched	0.23355	0.20083	not_significant
NonTargeting_210	1	0.40466	0.40457	0.999995	222	0	-0.12111	0.59534	0.59645	0.888988	624	0	-0.12111	0.888988	enriched	-0.12111	0.59534	not_significant
NonTargeting_226	1	0.40638	0.40633	0.999995	223	0	-0.11912	0.59362	0.59454	0.888844	623	0	-0.11912	0.888844	enriched	-0.11912	0.59362	not_significant
NonTargeting_270	1	0.40741	0.40753	0.999995	224	0	-0.11603	0.59259	0.59362	0.888844	622	0	-0.11603	0.888844	enriched	-0.11603	0.59259	not_significant
CCL7	6	0.40841	0.55033	0.999995	225	2	0.058693	0.1146	0.24157	0.882724	159	2	0.058693	0.882724	enriched	0.058693	0.1146	not_significant
NonTargeting_208	1	0.40914	0.40939	0.999995	226	0	-0.11039	0.59086	0.59179	0.887692	620	0	-0.11039	0.887692	enriched	-0.11039	0.59086	not_significant
HTR6	6	0.41092	0.5527	0.999995	227	2	-0.13792	0.90799	0.90769	0.999995	790	0	-0.13792	0.999995	enriched	-0.13792	0.90799	not_significant
NonTargeting_167	1	0.4119	0.41213	0.999995	228	0	-0.10505	0.5881	0.58904	0.886517	619	0	-0.10505	0.886517	enriched	-0.10505	0.5881	not_significant
NonTargeting_310	1	0.41224	0.41235	0.999995	229	0	-0.10414	0.58776	0.58875	0.886517	618	0	-0.10414	0.886517	enriched	-0.10414	0.58776	not_significant
NonTargeting_302	1	0.41431	0.41459	0.999995	230	0	-0.103	0.58569	0.58671	0.886493	617	0	-0.103	0.886493	enriched	-0.103	0.58569	not_significant
NonTargeting_341	1	0.41534	0.41565	0.999995	231	0	-0.10219	0.58466	0.58565	0.886493	616	0	-0.10219	0.886493	enriched	-0.10219	0.58466	not_significant
TLN1	6	0.41595	0.55738	0.999995	232	2	0.053263	0.23479	0.4048	0.882724	287	2	0.053263	0.882724	enriched	0.053263	0.23479	not_significant
NonTargeting_352	1	0.41879	0.41902	0.999995	233	0	-0.09519	0.58121	0.58216	0.886493	615	0	-0.09519	0.886493	enriched	-0.09519	0.58121	not_significant
NonTargeting_293	1	0.41914	0.41955	0.999995	234	0	-0.094925	0.58086	0.58175	0.886493	614	0	-0.094925	0.886493	enriched	-0.094925	0.58086	not_significant
NonTargeting_386	1	0.41948	0.41992	0.999995	235	0	-0.095433	0.58052	0.58146	0.886493	613	0	-0.095433	0.886493	enriched	-0.095433	0.58052	not_significant
NonTargeting_255	1	0.42259	0.42289	0.999995	236	0	-0.089126	0.57741	0.57801	0.886215	612	0	-0.089126	0.886215	enriched	-0.089126	0.57741	not_significant
NonTargeting_253	1	0.42569	0.42581	0.999995	237	0	-0.089317	0.57431	0.57502	0.883136	611	0	-0.089317	0.883136	enriched	-0.089317	0.57431	not_significant
KCNJ2	6	0.42681	0.56775	0.999995	238	2	-0.16458	0.40841	0.55407	0.882724	451	2	-0.16458	0.882724	enriched	-0.16458	0.40841	not_significant
NonTargeting_152	1	0.4281	0.42819	0.999995	239	0	-0.087377	0.5719	0.57256	0.882724	610	0	-0.087377	0.882724	enriched	-0.087377	0.5719	not_significant
NonTargeting_139	1	0.42983	0.42983	0.999995	240	0	-0.085271	0.57017	0.57094	0.882724	609	0	-0.085271	0.882724	enriched	-0.085271	0.57017	not_significant
NonTargeting_261	1	0.43017	0.43014	0.999995	241	0	-0.08581	0.56983	0.57063	0.882724	608	0	-0.08581	0.882724	enriched	-0.08581	0.56983	not_significant
NonTargeting_398	1	0.43052	0.43057	0.999995	242	0	-0.084609	0.56948	0.57026	0.882724	607	0	-0.084609	0.882724	enriched	-0.084609	0.56948	not_significant
NonTargeting_206	1	0.43086	0.43094	0.999995	243	0	-0.082377	0.56914	0.56996	0.882724	606	0	-0.082377	0.882724	enriched	-0.082377	0.56914	not_significant
NonTargeting_200	1	0.43155	0.43152	0.999995	244	0	-0.082414	0.56845	0.5694	0.882724	605	0	-0.082414	0.882724	enriched	-0.082414	0.56845	not_significant
NonTargeting_391	1	0.4319	0.43191	0.999995	245	0	-0.080072	0.5681	0.56911	0.882724	604	0	-0.080072	0.882724	enriched	-0.080072	0.5681	not_significant
NonTargeting_128	1	0.43259	0.43264	0.999995	246	0	-0.082492	0.56741	0.5683	0.882724	603	0	-0.082492	0.882724	enriched	-0.082492	0.56741	not_significant
NonTargeting_198	1	0.43466	0.43479	0.999995	247	0	-0.078687	0.56534	0.56623	0.882724	602	0	-0.078687	0.882724	enriched	-0.078687	0.56534	not_significant
NonTargeting_150	1	0.435	0.4352	0.999995	248	0	-0.078004	0.565	0.56595	0.882724	601	0	-0.078004	0.882724	enriched	-0.078004	0.565	not_significant
NonTargeting_375	1	0.43534	0.43556	0.999995	249	0	-0.077844	0.56466	0.56562	0.882724	600	0	-0.077844	0.882724	enriched	-0.077844	0.56466	not_significant
ABCC5	6	0.43596	0.57671	0.999995	250	2	0.19526	0.42931	0.57295	0.882724	472	2	0.19526	0.882724	enriched	0.19526	0.42931	not_significant
NonTargeting_187	1	0.43776	0.43811	0.999995	251	0	-0.074031	0.56224	0.56316	0.882724	599	0	-0.074031	0.882724	enriched	-0.074031	0.56224	not_significant
NonTargeting_42	1	0.43879	0.43896	0.999995	252	0	-0.074603	0.56121	0.56201	0.882724	598	0	-0.074603	0.882724	enriched	-0.074603	0.56121	not_significant
ABCC7	6	0.44011	0.58042	0.999995	253	2	-0.13162	0.15001	0.29523	0.882724	205	1	-0.13162	0.882724	enriched	-0.13162	0.15001	not_significant
NonTargeting_120	1	0.44328	0.44345	0.999995	254	0	-0.068611	0.55672	0.55722	0.882724	596	0	-0.068611	0.882724	enriched	-0.068611	0.55672	not_significant
NonTargeting_183	1	0.44362	0.44372	0.999995	255	0	-0.06804	0.55638	0.55688	0.882724	595	0	-0.06804	0.882724	enriched	-0.06804	0.55638	not_significant
NonTargeting_24	1	0.44466	0.44476	0.999995	256	0	-0.064684	0.55534	0.55585	0.882724	594	0	-0.064684	0.882724	enriched	-0.064684	0.55534	not_significant
NonTargeting_344	1	0.445	0.44499	0.999995	257	0	-0.064756	0.555	0.5555	0.882724	593	0	-0.064756	0.882724	enriched	-0.064756	0.555	not_significant
NonTargeting_114	1	0.44534	0.44536	0.999995	258	0	-0.065726	0.55466	0.55514	0.882724	592	0	-0.065726	0.882724	enriched	-0.065726	0.55466	not_significant
NonTargeting_326	1	0.44603	0.44601	0.999995	259	0	-0.064355	0.55397	0.55445	0.882724	591	0	-0.064355	0.882724	enriched	-0.064355	0.55397	not_significant
NonTargeting_97	1	0.44638	0.44636	0.999995	260	0	-0.062122	0.55362	0.55412	0.882724	590	0	-0.062122	0.882724	enriched	-0.062122	0.55362	not_significant
TAS2R35	6	0.44682	0.58698	0.999995	261	1	0.3562	0.043021	0.12137	0.882724	82	4	0.3562	0.882724	enriched	0.3562	0.043021	not_significant
OR8A1	6	0.44756	0.58781	0.999995	262	2	-0.26769	0.32741	0.48373	0.882724	367	1	-0.26769	0.882724	enriched	-0.26769	0.32741	not_significant
NonTargeting_497	1	0.4481	0.44818	0.999995	263	0	-0.059948	0.5519	0.55223	0.882724	589	0	-0.059948	0.882724	enriched	-0.059948	0.5519	not_significant
ABCC11	6	0.44839	0.5886	0.999995	264	2	-0.10147	0.11055	0.23529	0.882724	154	2	-0.10147	0.882724	enriched	-0.10147	0.11055	not_significant
NonTargeting_279	1	0.44914	0.44919	0.999995	265	0	-0.058782	0.55086	0.551	0.882724	588	0	-0.058782	0.882724	enriched	-0.058782	0.55086	not_significant
NonTargeting_349	1	0.44948	0.44954	0.999995	266	0	-0.058789	0.55052	0.55066	0.882724	587	0	-0.058789	0.882724	enriched	-0.058789	0.55052	not_significant
NonTargeting_108	1	0.45086	0.45072	0.999995	267	0	-0.057692	0.54914	0.54933	0.882724	586	0	-0.057692	0.882724	enriched	-0.057692	0.54914	not_significant
NonTargeting_415	1	0.45121	0.45117	0.999995	268	0	-0.057553	0.54879	0.54898	0.882724	585	0	-0.057553	0.882724	enriched	-0.057553	0.54879	not_significant
NonTargeting_2	1	0.45155	0.45151	0.999995	269	0	-0.054358	0.54845	0.54862	0.882724	584	0	-0.054358	0.882724	enriched	-0.054358	0.54845	not_significant
NonTargeting_98	1	0.45224	0.45224	0.999995	270	0	-0.052794	0.54776	0.54796	0.882724	583	0	-0.052794	0.882724	enriched	-0.052794	0.54776	not_significant
NonTargeting_246	1	0.45293	0.45295	0.999995	271	0	-0.051864	0.54707	0.54742	0.882724	582	0	-0.051864	0.882724	enriched	-0.051864	0.54707	not_significant
NonTargeting_247	1	0.45397	0.45391	0.999995	272	0	-0.050098	0.54603	0.54646	0.882724	581	0	-0.050098	0.882724	enriched	-0.050098	0.54603	not_significant
NonTargeting_180	1	0.45466	0.45476	0.999995	273	0	-0.048652	0.54534	0.54551	0.882724	580	0	-0.048652	0.882724	enriched	-0.048652	0.54534	not_significant
NonTargeting_366	1	0.455	0.45511	0.999995	274	0	-0.049398	0.545	0.54508	0.882724	579	0	-0.049398	0.882724	enriched	-0.049398	0.545	not_significant
NonTargeting_445	1	0.4581	0.45797	0.999995	275	0	-0.042068	0.5419	0.54185	0.882724	578	0	-0.042068	0.882724	enriched	-0.042068	0.5419	not_significant
TAS2R48	6	0.45827	0.59821	0.999995	276	2	-0.19054	0.80704	0.81094	0.965404	756	1	-0.19054	0.965404	enriched	-0.19054	0.80704	not_significant
NonTargeting_473	1	0.45845	0.45834	0.999995	277	0	-0.040708	0.54155	0.54148	0.882724	577	0	-0.040708	0.882724	enriched	-0.040708	0.54155	not_significant
RICTOR	6	0.4591	0.59898	0.999995	278	2	0.056001	0.25838	0.42516	0.882724	310	2	0.056001	0.882724	enriched	0.056001	0.25838	not_significant
NonTargeting_117	1	0.46017	0.46016	0.999995	279	0	-0.039114	0.53983	0.53965	0.882724	576	0	-0.039114	0.882724	enriched	-0.039114	0.53983	not_significant
NonTargeting_495	1	0.46466	0.46465	0.999995	280	0	-0.032753	0.53534	0.53504	0.882724	575	0	-0.032753	0.882724	enriched	-0.032753	0.53534	not_significant
NonTargeting_99	1	0.465	0.46492	0.999995	281	0	-0.032429	0.535	0.53473	0.882724	574	0	-0.032429	0.882724	enriched	-0.032429	0.535	not_significant
NonTargeting_324	1	0.46569	0.46543	0.999995	282	0	-0.030278	0.53431	0.53406	0.882724	573	0	-0.030278	0.882724	enriched	-0.030278	0.53431	not_significant
SLC22A18	6	0.46647	0.60581	0.999995	283	2	-0.0062983	0.84411	0.8425	0.98032	774	1	-0.0062983	0.98032	enriched	-0.0062983	0.84411	not_significant
NonTargeting_311	1	0.46672	0.46627	0.999995	284	0	-0.029517	0.53328	0.533	0.882724	572	0	-0.029517	0.882724	enriched	-0.029517	0.53328	not_significant
NonTargeting_385	1	0.4681	0.46773	0.999995	285	0	-0.02596	0.5319	0.53188	0.882724	571	0	-0.02596	0.882724	enriched	-0.02596	0.5319	not_significant
NonTargeting_335	1	0.47086	0.47055	0.999995	286	0	-0.022241	0.52914	0.52895	0.882724	570	0	-0.022241	0.882724	enriched	-0.022241	0.52914	not_significant
TAS2R18	6	0.47219	0.61154	0.999995	287	2	0.15329	0.17491	0.33203	0.882724	239	2	0.15329	0.882724	enriched	0.15329	0.17491	not_significant
SKP2	6	0.47301	0.6124	0.999995	288	2	-0.18722	0.94978	0.94971	0.999995	798	0	-0.18722	0.999995	enriched	-0.18722	0.94978	not_significant
NonTargeting_186	1	0.47397	0.47371	0.999995	289	0	-0.019124	0.52603	0.52614	0.882724	568	0	-0.019124	0.882724	enriched	-0.019124	0.52603	not_significant
NonTargeting_40	1	0.47466	0.47459	0.999995	290	0	-0.018892	0.52534	0.52543	0.882724	567	0	-0.018892	0.882724	enriched	-0.018892	0.52534	not_significant
NonTargeting_427	1	0.47672	0.4768	0.999995	291	0	-0.016401	0.52328	0.52335	0.882724	566	0	-0.016401	0.882724	enriched	-0.016401	0.52328	not_significant
NonTargeting_38	1	0.48086	0.4807	0.999995	292	0	-0.0077397	0.51914	0.51888	0.882724	565	0	-0.0077397	0.882724	enriched	-0.0077397	0.51914	not_significant
NonTargeting_93	1	0.48155	0.48142	0.999995	293	0	-0.0079516	0.51845	0.51816	0.882724	563	0	-0.0079516	0.882724	enriched	-0.0079516	0.51845	not_significant
DRD1	6	0.48195	0.62036	0.999995	294	2	0.073217	0.10788	0.2311	0.882724	151	2	0.073217	0.882724	enriched	0.073217	0.10788	not_significant
NonTargeting_407	1	0.48328	0.48317	0.999995	295	0	-0.0058751	0.51672	0.51651	0.882724	560	0	-0.0058751	0.882724	enriched	-0.0058751	0.51672	not_significant
SCN2A	6	0.48357	0.62204	0.999995	296	2	-0.0023252	0.30633	0.46507	0.882724	351	2	-0.0023252	0.882724	enriched	-0.0023252	0.30633	not_significant
NonTargeting_72	1	0.48431	0.48423	0.999995	297	0	-0.0031949	0.51569	0.51545	0.882724	559	0	-0.0031949	0.882724	enriched	-0.0031949	0.51569	not_significant
NonTargeting_77	1	0.485	0.48501	0.999995	298	0	-0.0014476	0.515	0.51466	0.882724	557	0	-0.0014476	0.882724	enriched	-0.0014476	0.515	not_significant
NonTargeting_336	1	0.48534	0.4853	0.999995	299	0	-0.00067147	0.51466	0.51434	0.882724	555	0	-0.00067147	0.882724	enriched	-0.00067147	0.51466	not_significant
NonTargeting_399	1	0.48603	0.48598	0.999995	300	0	0.00043885	0.51397	0.51373	0.882724	554	0	0.00043885	0.882724	enriched	0.00043885	0.51397	not_significant
TAS2R29	6	0.48761	0.62607	0.999995	301	2	0.31102	0.049617	0.13687	0.882724	87	2	0.31102	0.882724	enriched	0.31102	0.049617	not_significant
NonTargeting_13	1	0.48776	0.48771	0.999995	302	0	0.0028925	0.51224	0.51215	0.882724	553	0	0.0028925	0.882724	enriched	0.0028925	0.51224	not_significant
NonTargeting_222	1	0.48914	0.48895	0.999995	303	0	0.0047273	0.51086	0.51074	0.882724	552	0	0.0047273	0.882724	enriched	0.0047273	0.51086	not_significant
NonTargeting_110	1	0.48983	0.48955	0.999995	304	0	0.0057931	0.51017	0.51015	0.882724	551	0	0.0057931	0.882724	enriched	0.0057931	0.51017	not_significant
NonTargeting_32	1	0.49121	0.49105	0.999995	305	0	0.0089023	0.50879	0.50886	0.882724	549	0	0.0089023	0.882724	enriched	0.0089023	0.50879	not_significant
NonTargeting_231	1	0.49155	0.49135	0.999995	306	0	0.0090851	0.50845	0.50854	0.882724	548	0	0.0090851	0.882724	enriched	0.0090851	0.50845	not_significant
OR15A2	6	0.49164	0.62993	0.999995	307	2	0.034628	0.37724	0.5264	0.882724	417	2	0.034628	0.882724	enriched	0.034628	0.37724	not_significant
NonTargeting_177	1	0.4919	0.49166	0.999995	308	0	0.010303	0.5081	0.50806	0.882724	547	0	0.010303	0.882724	enriched	0.010303	0.5081	not_significant
CHRNB2	6	0.49325	0.63142	0.999995	309	2	-0.0022367	0.35523	0.50699	0.882724	402	2	-0.0022367	0.882724	enriched	-0.0022367	0.35523	not_significant
NonTargeting_384	1	0.49397	0.49365	0.999995	310	0	0.01194	0.50603	0.50606	0.882724	545	0	0.01194	0.882724	enriched	0.01194	0.50603	not_significant
NonTargeting_263	1	0.49569	0.49532	0.999995	311	0	0.013016	0.50431	0.50439	0.882724	543	0	0.013016	0.882724	enriched	0.013016	0.50431	not_significant
TAS2R7	6	0.49647	0.63468	0.999995	312	2	0.23384	0.45498	0.59684	0.888988	497	2	0.23384	0.888988	enriched	0.23384	0.45498	not_significant
NonTargeting_14	1	0.49776	0.49757	0.999995	313	0	0.016712	0.50224	0.50242	0.882724	542	0	0.016712	0.882724	enriched	0.016712	0.50224	not_significant
CACNA8A	6	0.49887	0.63695	0.999995	314	2	0.055256	0.087178	0.19875	0.882724	119	3	0.055256	0.882724	enriched	0.055256	0.087178	not_significant
NonTargeting_295	1	0.49948	0.49944	0.999995	315	0	0.018447	0.50052	0.5004	0.882724	541	0	0.018447	0.882724	enriched	0.018447	0.50052	not_significant
SLC6A1	6	0.49968	0.6378	0.999995	316	2	-0.18283	0.99002	0.98957	0.999995	801	0	-0.18283	0.999995	enriched	-0.18283	0.99002	not_significant
NonTargeting_66	1	0.50086	0.50081	0.999995	317	0	0.018706	0.49914	0.49901	0.882724	540	0	0.018706	0.882724	enriched	0.018706	0.49914	not_significant
NonTargeting_441	1	0.50121	0.50125	0.999995	318	0	0.019319	0.49879	0.49862	0.882724	539	0	0.019319	0.882724	enriched	0.019319	0.49879	not_significant
NonTargeting_269	1	0.50155	0.50158	0.999995	319	0	0.019508	0.49845	0.49822	0.882724	538	0	0.019508	0.882724	enriched	0.019508	0.49845	not_significant
NonTargeting_287	1	0.5019	0.502	0.999995	320	0	0.020248	0.4981	0.49787	0.882724	537	0	0.020248	0.882724	enriched	0.020248	0.4981	not_significant
NonTargeting_487	1	0.50328	0.50333	0.999995	321	0	0.022591	0.49672	0.49652	0.882724	535	0	0.022591	0.882724	enriched	0.022591	0.49672	not_significant
