id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
NonTargeting_173	1	0.39121	0.39166	0.999995	228	0	-0.020746	0.60879	0.61041	0.94115	571	0	-0.020746
NonTargeting_341	1	0.39293	0.39332	0.999995	229	0	-0.019545	0.60707	0.60862	0.94115	570	0	-0.019545
NonTargeting_255	1	0.39362	0.39392	0.999995	230	0	-0.019112	0.60638	0.60793	0.94115	569	0	-0.019112
NonTargeting_499	1	0.39707	0.39751	0.999995	231	0	-0.018641	0.60293	0.60449	0.94115	567	0	-0.018641
NonTargeting_82	1	0.39776	0.39827	0.999995	232	0	-0.01685	0.60224	0.60369	0.94115	565	0	-0.01685
NonTargeting_303	1	0.40017	0.40042	0.999995	233	0	-0.017242	0.59983	0.60127	0.94115	564	0	-0.017242
NonTargeting_436	1	0.4019	0.40222	0.999995	234	0	-0.015761	0.5981	0.59949	0.94115	563	0	-0.015761
NonTargeting_188	1	0.40224	0.40253	0.999995	235	0	-0.018144	0.59776	0.59911	0.94115	562	0	-0.018144
NonTargeting_39	1	0.40259	0.40271	0.999995	236	0	-0.018973	0.59741	0.59872	0.94115	561	0	-0.018973
NonTargeting_44	1	0.40397	0.40391	0.999995	237	0	-0.017509	0.59603	0.59715	0.94115	559	0	-0.017509
NonTargeting_208	1	0.40431	0.40424	0.999995	238	0	-0.016231	0.59569	0.59682	0.94115	557	0	-0.016231
NonTargeting_334	1	0.40466	0.40453	0.999995	239	0	-0.015142	0.59534	0.59645	0.94115	556	0	-0.015142
NonTargeting_99	1	0.405	0.40489	0.999995	240	0	-0.016297	0.595	0.59604	0.94115	555	0	-0.016297
NonTargeting_360	1	0.40707	0.40707	0.999995	241	0	-0.015725	0.59293	0.59402	0.94115	551	0	-0.015725
NonTargeting_160	1	0.40741	0.40749	0.999995	242	0	-0.017337	0.59259	0.59364	0.94115	550	0	-0.017337
NonTargeting_186	1	0.40776	0.40781	0.999995	243	0	-0.017064	0.59224	0.59324	0.94115	549	0	-0.017064
NonTargeting_408	1	0.40879	0.40887	0.999995	244	0	-0.014743	0.59121	0.59218	0.94115	548	0	-0.014743
NonTargeting_297	1	0.41086	0.41119	0.999995	245	0	-0.015944	0.58914	0.59004	0.94115	546	0	-0.015944
NonTargeting_192	1	0.4119	0.4121	0.999995	246	0	-0.014619	0.5881	0.58906	0.94115	545	0	-0.014619
NonTargeting_182	1	0.41345	0.41374	0.999995	247	0	-0.014221	0.58655	0.58763	0.94115	542	0	-0.014221
NonTargeting_292	1	0.41345	0.41374	0.999995	248	0	-0.014221	0.58655	0.58763	0.94115	543	0	-0.014221
NonTargeting_347	1	0.41534	0.41561	0.999995	249	0	-0.014514	0.58466	0.58566	0.94115	541	0	-0.014514
NonTargeting_486	1	0.41776	0.418	0.999995	250	0	-0.013372	0.58224	0.58322	0.94115	539	0	-0.013372
NonTargeting_256	1	0.41948	0.41988	0.999995	251	0	-0.013292	0.58052	0.58147	0.94115	537	0	-0.013292
NonTargeting_235	1	0.42034	0.42069	0.999995	252	0	-0.01152	0.57966	0.58067	0.94115	535	0	-0.01152
NonTargeting_28	1	0.42034	0.42069	0.999995	253	0	-0.01152	0.57966	0.58067	0.94115	534	0	-0.01152
NonTargeting_66	1	0.42224	0.42252	0.999995	254	0	-0.012659	0.57776	0.57837	0.94115	532	0	-0.012659
NonTargeting_187	1	0.42259	0.42284	0.999995	255	0	-0.012132	0.57741	0.57801	0.94115	531	0	-0.012132
NonTargeting_438	1	0.42397	0.42415	0.999995	256	0	-0.010092	0.57603	0.57655	0.94115	528	0	-0.010092
NonTargeting_326	1	0.42672	0.42693	0.999995	257	0	-0.010141	0.57328	0.57395	0.94115	527	0	-0.010141
NonTargeting_300	1	0.42983	0.42979	0.999995	258	0	-0.0099012	0.57017	0.57093	0.94115	526	0	-0.0099012
NonTargeting_223	1	0.43086	0.43091	0.999995	259	0	-0.0087667	0.56914	0.56995	0.94115	524	0	-0.0087667
NonTargeting_199	1	0.43259	0.43261	0.999995	260	0	-0.0092691	0.56741	0.5683	0.94115	522	0	-0.0092691
NonTargeting_238	1	0.43466	0.43477	0.999995	261	0	-0.0090077	0.56534	0.56622	0.94115	520	0	-0.0090077
NonTargeting_482	1	0.435	0.43517	0.999995	262	0	-0.0084413	0.565	0.56594	0.94115	519	0	-0.0084413
NonTargeting_386	1	0.43672	0.4369	0.999995	263	0	-0.0086185	0.56328	0.5642	0.94115	517	0	-0.0086185
NonTargeting_196	1	0.43845	0.43863	0.999995	264	0	-0.0080578	0.56155	0.56241	0.94115	516	0	-0.0080578
NonTargeting_130	1	0.44052	0.44049	0.999995	265	0	-0.0072882	0.55948	0.56025	0.94115	514	0	-0.0072882
NonTargeting_362	1	0.44086	0.4409	0.999995	266	0	-0.0069955	0.55914	0.55991	0.94115	513	0	-0.0069955
NonTargeting_222	1	0.44534	0.44535	0.999995	267	0	-0.0065847	0.55466	0.55514	0.94115	510	0	-0.0065847
NonTargeting_317	1	0.44672	0.44679	0.999995	268	0	-0.0060549	0.55328	0.55373	0.94115	509	0	-0.0060549
NonTargeting_250	1	0.44707	0.44705	0.999995	269	0	-0.0067519	0.55293	0.5534	0.94115	508	0	-0.0067519
NonTargeting_215	1	0.44776	0.44776	0.999995	270	0	-0.0059347	0.55224	0.55267	0.94115	506	0	-0.0059347
NonTargeting_134	1	0.44914	0.44918	0.999995	271	0	-0.00527	0.55086	0.551	0.94115	504	0	-0.00527
NonTargeting_470	1	0.45052	0.45045	0.999995	272	0	-0.0052127	0.54948	0.54963	0.94115	503	0	-0.0052127
NonTargeting_330	1	0.45259	0.45262	0.999995	273	0	-0.0039785	0.54741	0.54769	0.94115	501	0	-0.0039785
NonTargeting_349	1	0.45293	0.45295	0.999995	274	0	-0.0040431	0.54707	0.54742	0.94115	500	0	-0.0040431
NonTargeting_13	1	0.45466	0.45476	0.999995	275	0	-0.0040479	0.54534	0.54551	0.94115	499	0	-0.0040479
NonTargeting_313	1	0.46052	0.4605	0.999995	276	0	-0.0026013	0.53948	0.53924	0.94115	495	0	-0.0026013
NonTargeting_261	1	0.46155	0.46135	0.999995	277	0	-0.0024267	0.53845	0.53822	0.94115	493	0	-0.0024267
NonTargeting_278	1	0.46224	0.46224	0.999995	278	0	-0.0021698	0.53776	0.53746	0.94115	492	0	-0.0021698
NonTargeting_307	1	0.46466	0.46465	0.999995	279	0	-0.0017588	0.53534	0.53504	0.94115	490	0	-0.0017588
NonTargeting_285	1	0.465	0.46493	0.999995	280	0	-0.0016269	0.535	0.53474	0.94115	489	0	-0.0016269
NonTargeting_443	1	0.46569	0.46544	0.999995	281	0	-0.001551	0.53431	0.53406	0.94115	488	0	-0.001551
NonTargeting_9	1	0.46845	0.46812	0.999995	282	0	-0.00067588	0.53155	0.53151	0.94115	485	0	-0.00067588
NonTargeting_62	1	0.47052	0.4702	0.999995	283	0	-0.00010477	0.52948	0.5294	0.94115	483	0	-0.00010477
NonTargeting_426	1	0.47155	0.47127	0.999995	284	0	0.00012413	0.52845	0.5282	0.94115	482	0	0.00012413
NonTargeting_412	1	0.47293	0.47265	0.999995	285	0	0.00037364	0.52707	0.52704	0.94115	481	0	0.00037364
NonTargeting_54	1	0.47569	0.47555	0.999995	286	0	0.0011453	0.52431	0.52441	0.94115	479	0	0.0011453
NonTargeting_460	1	0.47603	0.4759	0.999995	287	0	0.0012795	0.52397	0.52412	0.94115	478	0	0.0012795
NonTargeting_47	1	0.47707	0.47707	0.999995	288	0	0.0018504	0.52293	0.52295	0.94115	477	0	0.0018504
NonTargeting_103	1	0.47741	0.47745	0.999995	289	0	0.0019341	0.52259	0.52258	0.94115	476	0	0.0019341
NonTargeting_163	1	0.48121	0.48105	0.999995	290	0	0.0027816	0.51879	0.51854	0.94115	473	0	0.0027816
NonTargeting_351	1	0.48155	0.48141	0.999995	291	0	0.0025914	0.51845	0.51815	0.94115	472	0	0.0025914
NonTargeting_387	1	0.485	0.485	0.999995	292	0	0.0037396	0.515	0.51465	0.94115	468	0	0.0037396
NonTargeting_331	1	0.48948	0.48923	0.999995	293	0	0.004335	0.51052	0.51042	0.94115	464	0	0.004335
NonTargeting_178	1	0.4919	0.49163	0.999995	294	0	0.0052406	0.5081	0.50805	0.94115	462	0	0.0052406
NonTargeting_478	1	0.49259	0.49228	0.999995	295	0	0.0053881	0.50741	0.50738	0.94115	461	0	0.0053881
NonTargeting_155	1	0.49672	0.49651	0.999995	296	0	0.0059777	0.50328	0.50332	0.94115	457	0	0.0059777
NonTargeting_228	1	0.49776	0.49755	0.999995	297	0	0.006502	0.50224	0.50241	0.94115	455	0	0.006502
NonTargeting_365	1	0.49845	0.4982	0.999995	298	0	0.0063089	0.50155	0.50157	0.94115	454	0	0.0063089
NonTargeting_350	1	0.50086	0.5008	0.999995	299	0	0.0062679	0.49914	0.499	0.94115	452	0	0.0062679
NonTargeting_64	1	0.50155	0.50157	0.999995	300	0	0.0066517	0.49845	0.4982	0.94115	451	0	0.0066517
NonTargeting_137	1	0.50293	0.50305	0.999995	301	0	0.0068148	0.49707	0.49688	0.94115	450	0	0.0068148
NonTargeting_457	1	0.50397	0.50411	0.999995	302	0	0.0077667	0.49603	0.49571	0.94115	448	0	0.0077667
NonTargeting_86	1	0.50603	0.50605	0.999995	303	0	0.0084745	0.49397	0.49363	0.94115	445	0	0.0084745
NonTargeting_184	1	0.50741	0.50738	0.999995	304	0	0.0078813	0.49259	0.49228	0.94115	444	0	0.0078813
NonTargeting_158	1	0.50776	0.50773	0.999995	305	0	0.0082717	0.49224	0.49193	0.94115	443	0	0.0082717
NonTargeting_423	1	0.51017	0.51015	0.999995	306	0	0.0097201	0.48983	0.48953	0.94115	441	0	0.0097201
NonTargeting_333	1	0.5119	0.51184	0.999995	307	0	0.0098558	0.4881	0.48797	0.94115	439	0	0.0098558
NonTargeting_110	1	0.51259	0.51242	0.999995	308	0	0.0091948	0.48741	0.48733	0.94115	438	0	0.0091948
NonTargeting_456	1	0.51293	0.51279	0.999995	309	0	0.0098951	0.48707	0.48692	0.94115	436	0	0.0098951
NonTargeting_315	1	0.51466	0.51433	0.999995	310	0	0.011122	0.48534	0.48529	0.94115	435	0	0.011122
NonTargeting_322	1	0.515	0.51465	0.999995	311	0	0.010376	0.485	0.485	0.94115	434	0	0.010376
NonTargeting_434	1	0.51707	0.51682	0.999995	312	0	0.010488	0.48293	0.48287	0.94115	431	0	0.010488
NonTargeting_55	1	0.51776	0.51754	0.999995	313	0	0.0094878	0.48224	0.48217	0.94115	430	0	0.0094878
NonTargeting_348	1	0.51914	0.51888	0.999995	314	0	0.010307	0.48086	0.48069	0.94115	428	0	0.010307
NonTargeting_353	1	0.51948	0.51927	0.999995	315	0	0.010772	0.48052	0.48044	0.94115	427	0	0.010772
NonTargeting_450	1	0.51983	0.51966	0.999995	316	0	0.011126	0.48017	0.48015	0.94115	426	0	0.011126
NonTargeting_338	1	0.5219	0.52185	0.999995	317	0	0.010339	0.4781	0.47806	0.94115	424	0	0.010339
NonTargeting_224	1	0.52466	0.52471	0.999995	318	0	0.01147	0.47534	0.47531	0.94115	422	0	0.01147
NonTargeting_104	1	0.525	0.52508	0.999995	319	0	0.012764	0.475	0.47491	0.94115	421	0	0.012764
NonTargeting_21	1	0.52534	0.52543	0.999995	320	0	0.011178	0.47466	0.47458	0.94115	420	0	0.011178
NonTargeting_142	1	0.52603	0.52614	0.999995	321	0	0.0122	0.47397	0.47371	0.94115	418	0	0.0122
NonTargeting_493	1	0.52741	0.52733	0.999995	322	0	0.012165	0.47259	0.47231	0.94115	416	0	0.012165
NonTargeting_461	1	0.52845	0.5282	0.999995	323	0	0.012099	0.47155	0.47127	0.94115	415	0	0.012099
NonTargeting_407	1	0.52879	0.52861	0.999995	324	0	0.012884	0.47121	0.47095	0.94115	414	0	0.012884
NonTargeting_296	1	0.53052	0.53051	0.999995	325	0	0.011946	0.46948	0.46908	0.94115	413	0	0.011946
NonTargeting_52	1	0.5319	0.53188	0.999995	326	0	0.01298	0.4681	0.46774	0.94115	412	0	0.01298
NonTargeting_304	1	0.53431	0.53406	0.999995	327	0	0.013362	0.46569	0.46544	0.94115	410	0	0.013362
NonTargeting_302	1	0.53569	0.53545	0.999995	328	0	0.012294	0.46431	0.46429	0.94115	408	0	0.012294
NonTargeting_167	1	0.53638	0.53615	0.999995	329	0	0.013356	0.46362	0.46364	0.94115	407	0	0.013356
NonTargeting_106	1	0.53741	0.53711	0.999995	330	0	0.012017	0.46259	0.46253	0.94115	406	0	0.012017
NonTargeting_367	1	0.54155	0.54149	0.999995	331	0	0.014473	0.45845	0.45834	0.94115	403	0	0.014473
NonTargeting_289	1	0.54362	0.54359	0.999995	332	0	0.014874	0.45638	0.45643	0.94115	401	0	0.014874
NonTargeting_27	1	0.54569	0.54596	0.999995	333	0	0.015732	0.45431	0.45433	0.94115	399	0	0.015732
NonTargeting_329	1	0.54914	0.54933	0.999995	334	0	0.016696	0.45086	0.45071	0.94115	397	0	0.016696
NonTargeting_214	1	0.5519	0.55223	0.999995	335	0	0.0166	0.4481	0.44816	0.94115	396	0	0.0166
NonTargeting_33	1	0.55328	0.55373	0.999995	336	0	0.017405	0.44672	0.44679	0.94115	393	0	0.017405
NonTargeting_241	1	0.55397	0.55446	0.999995	337	0	0.017716	0.44603	0.446	0.94115	392	0	0.017716
NonTargeting_474	1	0.55431	0.55484	0.999995	338	0	0.01762	0.44569	0.44563	0.94115	391	0	0.01762
NonTargeting_171	1	0.55983	0.5606	0.999995	339	0	0.019904	0.44017	0.44025	0.94115	388	0	0.019904
NonTargeting_225	1	0.56017	0.56095	0.999995	340	0	0.019298	0.43983	0.4399	0.94115	387	0	0.019298
NonTargeting_363	1	0.56362	0.5646	0.999995	341	0	0.02007	0.43638	0.43661	0.94115	384	0	0.02007
NonTargeting_475	1	0.56397	0.56502	0.999995	342	0	0.020552	0.43603	0.43622	0.94115	383	0	0.020552
NonTargeting_321	1	0.56534	0.56622	0.999995	343	0	0.020428	0.43466	0.43477	0.94115	381	0	0.020428
NonTargeting_264	1	0.56569	0.56659	0.999995	344	0	0.019159	0.43431	0.4344	0.94115	380	0	0.019159
NonTargeting_488	1	0.56879	0.56968	0.999995	345	0	0.020687	0.43121	0.43124	0.94115	376	0	0.020687
NonTargeting_469	1	0.5719	0.57256	0.999995	346	0	0.019429	0.4281	0.42815	0.94115	375	0	0.019429
NonTargeting_3	1	0.57569	0.57626	0.999995	347	0	0.021915	0.42431	0.42449	0.94115	373	0	0.021915
NonTargeting_119	1	0.57603	0.57655	0.999995	348	0	0.022611	0.42397	0.42415	0.94115	372	0	0.022611
NonTargeting_24	1	0.57638	0.57686	0.999995	349	0	0.023858	0.42362	0.42383	0.94115	370	0	0.023858
NonTargeting_53	1	0.5781	0.57878	0.999995	350	0	0.023746	0.4219	0.42218	0.94115	368	0	0.023746
NonTargeting_240	1	0.58052	0.58147	0.999995	351	0	0.021151	0.41948	0.41988	0.94115	365	0	0.021151
NonTargeting_381	1	0.58121	0.58217	0.999995	352	0	0.023739	0.41879	0.41899	0.94115	364	0	0.023739
NonTargeting_270	1	0.58328	0.58439	0.999995	353	0	0.024848	0.41672	0.4168	0.94115	362	0	0.024848
NonTargeting_12	1	0.58397	0.58494	0.999995	354	0	0.02543	0.41603	0.41625	0.94115	361	0	0.02543
NonTargeting_442	1	0.58431	0.58523	0.999995	355	0	0.021869	0.41569	0.41594	0.94115	360	0	0.021869
NonTargeting_205	1	0.5881	0.58906	0.999995	356	0	0.024526	0.4119	0.4121	0.94115	358	0	0.024526
NonTargeting_6	1	0.59017	0.59119	0.999995	357	0	0.027081	0.40983	0.41013	0.94115	357	0	0.027081
NonTargeting_63	1	0.5919	0.59284	0.999995	358	0	0.027365	0.4081	0.40809	0.94115	355	0	0.027365
NonTargeting_366	1	0.59224	0.59324	0.999995	359	0	0.025772	0.40776	0.40781	0.94115	354	0	0.025772
NonTargeting_406	1	0.59259	0.59364	0.999995	360	0	0.025467	0.40741	0.40749	0.94115	353	0	0.025467
NonTargeting_15	1	0.59431	0.59524	0.999995	361	0	0.025599	0.40569	0.40556	0.94115	352	0	0.025599
NonTargeting_195	1	0.59534	0.59645	0.999995	362	0	0.029845	0.40466	0.40453	0.94115	351	0	0.029845
NonTargeting_26	1	0.59707	0.59827	0.999995	363	0	0.025361	0.40293	0.40308	0.94115	350	0	0.025361
NonTargeting_417	1	0.60086	0.60239	0.999995	364	0	0.02655	0.39914	0.3995	0.94115	347	0	0.02655
NonTargeting_428	1	0.60121	0.60269	0.999995	365	0	0.025762	0.39879	0.39917	0.94115	346	0	0.025762
NonTargeting_370	1	0.60155	0.60302	0.999995	366	0	0.027577	0.39845	0.39894	0.94115	345	0	0.027577
NonTargeting_368	1	0.6019	0.60339	0.999995	367	0	0.02867	0.3981	0.3986	0.94115	343	0	0.02867
NonTargeting_84	1	0.60224	0.60369	0.999995	368	0	0.028337	0.39776	0.39827	0.94115	342	0	0.028337
NonTargeting_218	1	0.60466	0.60639	0.999995	369	0	0.027705	0.39534	0.39577	0.94115	341	0	0.027705
NonTargeting_34	1	0.60603	0.60764	0.999995	370	0	0.028273	0.39397	0.39432	0.94115	339	0	0.028273
NonTargeting_379	1	0.60845	0.61002	0.999995	371	0	0.028333	0.39155	0.392	0.94115	338	0	0.028333
NonTargeting_481	1	0.6119	0.61336	0.999995	372	0	0.033457	0.3881	0.38872	0.94115	336	0	0.033457
NonTargeting_165	1	0.61397	0.61558	0.999995	373	0	0.030341	0.38603	0.38658	0.94115	335	0	0.030341
NonTargeting_497	1	0.61466	0.61628	0.999995	374	0	0.027126	0.38534	0.38586	0.94115	334	0	0.027126
NonTargeting_413	1	0.61638	0.61815	0.999995	375	0	0.030374	0.38362	0.38406	0.94115	332	0	0.030374
NonTargeting_133	1	0.61741	0.61911	0.999995	376	0	0.032121	0.38259	0.38309	0.94115	331	0	0.032121
NonTargeting_72	1	0.62052	0.62217	0.999995	377	0	0.032028	0.37948	0.37997	0.94115	329	0	0.032028
NonTargeting_340	1	0.62155	0.6234	0.999995	378	0	0.029946	0.37845	0.379	0.94115	327	0	0.029946
NonTargeting_96	1	0.62362	0.62553	0.999995	379	0	0.031901	0.37638	0.3768	0.94115	325	0	0.031901
NonTargeting_231	1	0.62431	0.62625	0.999995	380	0	0.030827	0.37569	0.37605	0.94115	324	0	0.030827
NonTargeting_51	1	0.62466	0.62653	0.999995	381	0	0.033451	0.37534	0.37568	0.94115	323	0	0.033451
NonTargeting_392	1	0.62534	0.62727	0.999995	382	0	0.032707	0.37466	0.375	0.94115	322	0	0.032707
NonTargeting_265	1	0.62569	0.62772	0.999995	383	0	0.034291	0.37431	0.37474	0.94115	321	0	0.034291
NonTargeting_150	1	0.6281	0.63027	0.999995	384	0	0.035369	0.3719	0.37218	0.94115	320	0	0.035369
NonTargeting_487	1	0.63052	0.63301	0.999995	385	0	0.030051	0.36948	0.36979	0.94115	319	0	0.030051
NonTargeting_390	1	0.63121	0.6336	0.999995	386	0	0.031487	0.36879	0.36915	0.94115	317	0	0.031487
NonTargeting_70	1	0.63155	0.6339	0.999995	387	0	0.030678	0.36845	0.3687	0.94115	316	0	0.030678
NonTargeting_454	1	0.63224	0.63472	0.999995	388	0	0.030572	0.36776	0.36806	0.94115	314	0	0.030572
NonTargeting_35	1	0.63259	0.63506	0.999995	389	0	0.033477	0.36741	0.36776	0.94115	313	0	0.033477
NonTargeting_409	1	0.63293	0.63542	0.999995	390	0	0.033654	0.36707	0.36736	0.94115	312	0	0.033654
NonTargeting_320	1	0.63328	0.63576	0.999995	391	0	0.029812	0.36672	0.36697	0.94115	311	0	0.029812
NonTargeting_248	1	0.63397	0.63633	0.999995	392	0	0.032745	0.36603	0.36623	0.94115	310	0	0.032745
NonTargeting_274	1	0.6381	0.64051	0.999995	393	0	0.035795	0.3619	0.36199	0.94115	307	0	0.035795
NonTargeting_359	1	0.63983	0.64242	0.999995	394	0	0.033096	0.36017	0.36043	0.94115	306	0	0.033096
NonTargeting_389	1	0.64362	0.64615	0.999995	395	0	0.034639	0.35638	0.35679	0.94115	303	0	0.034639
NonTargeting_185	1	0.64466	0.6473	0.999995	396	0	0.036139	0.35534	0.35583	0.94115	302	0	0.036139
NonTargeting_114	1	0.64569	0.64839	0.999995	397	0	0.035463	0.35431	0.35497	0.94115	300	0	0.035463
NonTargeting_420	1	0.64672	0.64948	0.999995	398	0	0.036775	0.35328	0.35395	0.94115	299	0	0.036775
NonTargeting_197	1	0.64707	0.6498	0.999995	399	0	0.035225	0.35293	0.3536	0.94115	298	0	0.035225
NonTargeting_371	1	0.64983	0.65272	0.999995	400	0	0.037745	0.35017	0.35076	0.94115	296	0	0.037745
NonTargeting_22	1	0.65017	0.65299	0.999995	401	0	0.036268	0.34983	0.35033	0.94115	295	0	0.036268
NonTargeting_30	1	0.6519	0.65455	0.999995	402	0	0.035259	0.3481	0.34862	0.94115	293	0	0.035259
NonTargeting_403	1	0.65362	0.65631	0.999995	403	0	0.03966	0.34638	0.34704	0.94115	292	0	0.03966
NonTargeting_80	1	0.65466	0.65737	0.999995	404	0	0.038469	0.34534	0.34607	0.94115	291	0	0.038469
NonTargeting_81	1	0.65603	0.65879	0.999995	405	0	0.033628	0.34397	0.34475	0.94115	289	0	0.033628
NonTargeting_437	1	0.65638	0.65917	0.999995	406	0	0.033684	0.34362	0.34448	0.94115	288	0	0.033684
NonTargeting_136	1	0.65879	0.66126	0.999995	407	0	0.035657	0.34121	0.34171	0.94115	287	0	0.035657
NonTargeting_294	1	0.65914	0.66159	0.999995	408	0	0.03715	0.34086	0.34128	0.94115	286	0	0.03715
NonTargeting_4	1	0.65948	0.66179	0.999995	409	0	0.034058	0.34052	0.34094	0.94115	285	0	0.034058
NonTargeting_83	1	0.66052	0.66281	0.999995	410	0	0.040144	0.33948	0.33977	0.94115	284	0	0.040144
NonTargeting_415	1	0.66086	0.66315	0.999995	411	0	0.036583	0.33914	0.33951	0.94115	282	0	0.036583
NonTargeting_342	1	0.66121	0.66343	0.999995	412	0	0.03794	0.33879	0.33923	0.94115	281	0	0.03794
NonTargeting_391	1	0.66155	0.66389	0.999995	413	0	0.039217	0.33845	0.33881	0.94115	280	0	0.039217
NonTargeting_246	1	0.6619	0.66426	0.999995	414	0	0.039313	0.3381	0.3385	0.94115	279	0	0.039313
NonTargeting_498	1	0.66397	0.66621	0.999995	415	0	0.039406	0.33603	0.33632	0.94115	278	0	0.039406
NonTargeting_463	1	0.66741	0.66956	0.999995	416	0	0.037538	0.33259	0.3327	0.94115	276	0	0.037538
NonTargeting_87	1	0.66845	0.67057	0.999995	417	0	0.038902	0.33155	0.33165	0.94115	275	0	0.038902
NonTargeting_14	1	0.67328	0.67521	0.999995	418	0	0.038296	0.32672	0.3268	0.94115	273	0	0.038296
NonTargeting_200	1	0.67672	0.67827	0.999995	419	0	0.045921	0.32328	0.32346	0.94115	271	0	0.045921
NonTargeting_402	1	0.6781	0.67966	0.999995	420	0	0.040571	0.3219	0.32205	0.94115	270	0	0.040571
NonTargeting_290	1	0.67914	0.68056	0.999995	421	0	0.044059	0.32086	0.3212	0.94115	269	0	0.044059
NonTargeting_446	1	0.67948	0.68085	0.999995	422	0	0.043573	0.32052	0.32086	0.94115	268	0	0.043573
NonTargeting_479	1	0.68224	0.68366	0.999995	423	0	0.043059	0.31776	0.31795	0.94115	265	0	0.043059
NonTargeting_168	1	0.68397	0.68544	0.999995	424	0	0.04029	0.31603	0.31622	0.94115	263	0	0.04029
NonTargeting_418	1	0.68879	0.68986	0.999995	425	0	0.042256	0.31121	0.3114	0.94115	260	0	0.042256
NonTargeting_93	1	0.69052	0.69169	0.999995	426	0	0.039944	0.30948	0.30974	0.94115	259	0	0.039944
NonTargeting_32	1	0.69155	0.69277	0.999995	427	0	0.043771	0.30845	0.30859	0.94115	257	0	0.043771
NonTargeting_71	1	0.6919	0.69311	0.999995	428	0	0.037857	0.3081	0.30833	0.94115	256	0	0.037857
NonTargeting_299	1	0.69534	0.69628	0.999995	429	0	0.041362	0.30466	0.30499	0.94115	253	0	0.041362
NonTargeting_204	1	0.69569	0.69665	0.999995	430	0	0.04671	0.30431	0.30473	0.94115	252	0	0.04671
NonTargeting_146	1	0.69603	0.69696	0.999995	431	0	0.048011	0.30397	0.30441	0.94115	251	0	0.048011
NonTargeting_394	1	0.69741	0.69828	0.999995	432	0	0.04468	0.30259	0.30303	0.94115	250	0	0.04468
NonTargeting_36	1	0.69776	0.69862	0.999995	433	0	0.045549	0.30224	0.3027	0.94115	249	0	0.045549
NonTargeting_485	1	0.69845	0.6993	0.999995	434	0	0.046626	0.30155	0.30207	0.94115	248	0	0.046626
NonTargeting_273	1	0.70086	0.70173	0.999995	435	0	0.046508	0.29914	0.2998	0.94115	246	0	0.046508
NonTargeting_135	1	0.7019	0.7028	0.999995	436	0	0.046548	0.2981	0.29884	0.94115	244	0	0.046548
NonTargeting_433	1	0.70259	0.7034	0.999995	437	0	0.046305	0.29741	0.29817	0.94115	243	0	0.046305
NonTargeting_375	1	0.70293	0.70373	0.999995	438	0	0.04588	0.29707	0.29781	0.94115	242	0	0.04588
NonTargeting_383	1	0.70431	0.70531	0.999995	439	0	0.049564	0.29569	0.29651	0.94115	241	0	0.049564
NonTargeting_156	1	0.70569	0.70648	0.999995	440	0	0.054793	0.29431	0.29483	0.94115	240	0	0.054793
NonTargeting_281	1	0.70672	0.70743	0.999995	441	0	0.047675	0.29328	0.29367	0.94115	239	0	0.047675
NonTargeting_109	1	0.70879	0.70939	0.999995	442	0	0.05126	0.29121	0.29148	0.94115	237	0	0.05126
NonTargeting_458	1	0.71086	0.71165	0.999995	443	0	0.044818	0.28914	0.28952	0.94115	235	0	0.044818
NonTargeting_416	1	0.715	0.71608	0.999995	444	0	0.047557	0.285	0.28509	0.94115	233	0	0.047557
NonTargeting_140	1	0.71534	0.71644	0.999995	445	0	0.050786	0.28466	0.28464	0.94115	232	0	0.050786
NonTargeting_284	1	0.71603	0.71717	0.999995	446	0	0.048357	0.28397	0.28407	0.94115	231	0	0.048357
NonTargeting_175	1	0.71672	0.71785	0.999995	447	0	0.052499	0.28328	0.2834	0.94115	230	0	0.052499
NonTargeting_202	1	0.71879	0.71988	0.999995	448	0	0.052567	0.28121	0.28146	0.94115	228	0	0.052567
NonTargeting_239	1	0.72431	0.72573	0.999995	449	0	0.051782	0.27569	0.27643	0.94115	227	0	0.051782
NonTargeting_2	1	0.72534	0.72693	0.999995	450	0	0.053571	0.27466	0.27536	0.94115	226	0	0.053571
NonTargeting_411	1	0.72638	0.7279	0.999995	451	0	0.053612	0.27362	0.27421	0.94115	224	0	0.053612
NonTargeting_312	1	0.72672	0.72818	0.999995	452	0	0.051288	0.27328	0.27386	0.94115	223	0	0.051288
NonTargeting_449	1	0.72707	0.72862	0.999995	453	0	0.05385	0.27293	0.27347	0.94115	222	0	0.05385
NonTargeting_305	1	0.72983	0.73119	0.999995	454	0	0.050006	0.27017	0.27074	0.94115	220	0	0.050006
NonTargeting_19	1	0.73328	0.73445	0.999995	455	0	0.0578	0.26672	0.26741	0.94115	217	0	0.0578
NonTargeting_268	1	0.73431	0.73547	0.999995	456	0	0.052437	0.26569	0.26636	0.94115	215	0	0.052437
NonTargeting_441	1	0.73534	0.7366	0.999995	457	0	0.059066	0.26466	0.2652	0.94115	214	0	0.059066
NonTargeting_352	1	0.74121	0.74273	0.999995	458	0	0.057249	0.25879	0.25897	0.94115	211	0	0.057249
NonTargeting_335	1	0.74293	0.74454	0.999995	459	0	0.057753	0.25707	0.25711	0.94115	210	0	0.057753
